componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,208,114,BRC0640N,Nome não encontrado
Energia,kcal,50,27,BRC0640N,Nome não encontrado
Umidade,g,"84,8","46,6",BRC0640N,Nome não encontrado
Carboidrato total,g,"11,5","6,34",BRC0640N,Nome não encontrado
Carboidrato disponível,g,"6,16","3,39",BRC0640N,Nome não encontrado
Proteína,g,"2,64","1,45",BRC0640N,Nome não encontrado
Lipídios,g,"0,41","0,23",BRC0640N,Nome não encontrado
Fibra alimentar,g,"5,36","2,95",BRC0640N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0640N,Nome não encontrado
Cinzas,g,"0,61","0,34",BRC0640N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0640N,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,04",BRC0640N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,04",BRC0640N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,11",BRC0640N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0640N,Nome não encontrado
Cálcio,mg,"22,4","12,3",BRC0640N,Nome não encontrado
Ferro,mg,"0,84","0,46",BRC0640N,Nome não encontrado
Sódio,mg,"2,91","1,60",BRC0640N,Nome não encontrado
Magnésio,mg,"25,3","13,9",BRC0640N,Nome não encontrado
Fósforo,mg,"54,7","30,1",BRC0640N,Nome não encontrado
Potássio,mg,236,129,BRC0640N,Nome não encontrado
Manganês,mg,"0,23","0,13",BRC0640N,Nome não encontrado
Zinco,mg,"1,01","0,56",BRC0640N,Nome não encontrado
Cobre,mg,"0,30","0,16",BRC0640N,Nome não encontrado
Selênio,mcg,"1,57","0,86",BRC0640N,Nome não encontrado
Vitamina A (RE),mcg,380,209,BRC0640N,Nome não encontrado
Vitamina A (RAE),mcg,190,104,BRC0640N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0640N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,19","0,66",BRC0640N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0640N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0640N,Nome não encontrado
Niacina,mg,"0,82","0,45",BRC0640N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0640N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0640N,Nome não encontrado
Vitamina C,mg,"3,44","1,89",BRC0640N,Nome não encontrado
Equivalente de folato,mcg,"47,1","25,9",BRC0640N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0640N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0640N,Nome não encontrado
Gordura de adição,g,-,-,BRC0640N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0640N,Nome não encontrado
Proteína animal,g,-,-,BRC0640N,Nome não encontrado
