componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (7 g),codigo_alimento,nome_alimento
Energia,kJ,234,16,BRC0001J,Nome não encontrado
Energia,kcal,55,3,BRC0001J,Nome não encontrado
Umidade,g,"85,9","6,01",BRC0001J,Nome não encontrado
Carboidrato total,g,"1,41","0,10",BRC0001J,Nome não encontrado
Carboidrato disponível,g,"1,41","0,10",BRC0001J,Nome não encontrado
Proteína,g,"11,7","0,82",BRC0001J,Nome não encontrado
Lipídios,g,"0,31","0,02",BRC0001J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0001J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0001J,Nome não encontrado
Cinzas,g,"0,70","0,05",BRC0001J,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0001J,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0001J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0001J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0001J,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0001J,Nome não encontrado
Cálcio,mg,"39,2","2,75",BRC0001J,Nome não encontrado
Ferro,mg,"1,67","0,12",BRC0001J,Nome não encontrado
Sódio,mg,"64,3","4,50",BRC0001J,Nome não encontrado
Magnésio,mg,"5,51","0,39",BRC0001J,Nome não encontrado
Fósforo,mg,139,"9,75",BRC0001J,Nome não encontrado
Potássio,mg,"39,2","2,75",BRC0001J,Nome não encontrado
Manganês,mg,traços,traços,BRC0001J,Nome não encontrado
Zinco,mg,"1,02","0,07",BRC0001J,Nome não encontrado
Cobre,mg,"0,02","0,00",BRC0001J,Nome não encontrado
Selênio,mcg,,,BRC0001J,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0001J,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0001J,Nome não encontrado
Vitamina D,mcg,"0,04","0,00",BRC0001J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,00",BRC0001J,Nome não encontrado
Tiamina,mg,"0,06","0,00",BRC0001J,Nome não encontrado
Riboflavina,mg,"0,06","0,00",BRC0001J,Nome não encontrado
Niacina,mg,"0,48","0,03",BRC0001J,Nome não encontrado
Vitamina B6,mg,"0,08","0,01",BRC0001J,Nome não encontrado
Vitamina B12,mcg,"0,87","0,06",BRC0001J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0001J,Nome não encontrado
Equivalente de folato,mcg,"36,3","2,54",BRC0001J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0001J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0001J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0001J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0001J,Nome não encontrado
Proteína animal,g,"11,7","0,82",BRC0001J,Nome não encontrado
