componente,unidade,Valor por 100g,Colher sopa cheia (19 g),codigo_alimento,nome_alimento
Energia,kJ,79,15,BRC0065B,Nome não encontrado
Energia,kcal,19,3,BRC0065B,Nome não encontrado
Umidade,g,"93,8","17,8",BRC0065B,Nome não encontrado
Carboidrato total,g,"4,27","0,81",BRC0065B,Nome não encontrado
Carboidrato disponível,g,"3,32","0,63",BRC0065B,Nome não encontrado
Proteína,g,"0,76","0,14",BRC0065B,Nome não encontrado
Lipídios,g,"0,07","0,01",BRC0065B,Nome não encontrado
Fibra alimentar,g,"0,96","0,18",BRC0065B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065B,Nome não encontrado
Cinzas,g,"1,07","0,20",BRC0065B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0065B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0065B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0065B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0065B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0065B,Nome não encontrado
Cálcio,mg,"65,2","12,4",BRC0065B,Nome não encontrado
Ferro,mg,"0,72","0,14",BRC0065B,Nome não encontrado
Sódio,mg,"9,52","1,81",BRC0065B,Nome não encontrado
Magnésio,mg,"8,86","1,68",BRC0065B,Nome não encontrado
Fósforo,mg,"28,0","5,33",BRC0065B,Nome não encontrado
Potássio,mg,273,"52,0",BRC0065B,Nome não encontrado
Manganês,mg,"0,18","0,03",BRC0065B,Nome não encontrado
Zinco,mg,"0,14","0,03",BRC0065B,Nome não encontrado
Cobre,mg,"0,31","0,06",BRC0065B,Nome não encontrado
Selênio,mcg,"0,54","0,10",BRC0065B,Nome não encontrado
Vitamina A (RE),mcg,913,173,BRC0065B,Nome não encontrado
Vitamina A (RAE),mcg,456,"86,8",BRC0065B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0065B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,02",BRC0065B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0065B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0065B,Nome não encontrado
Niacina,mg,traços,traços,BRC0065B,Nome não encontrado
Vitamina B6,mg,"0,18","0,03",BRC0065B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0065B,Nome não encontrado
Vitamina C,mg,"5,88","1,12",BRC0065B,Nome não encontrado
Equivalente de folato,mcg,"48,6","9,24",BRC0065B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0065B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0065B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0065B,Nome não encontrado
Proteína vegetal,g,"0,76","0,14",BRC0065B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0065B,Nome não encontrado
