componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,503,302,BRC0650A,Nome não encontrado
Energia,kcal,130,77,BRC0650A,Nome não encontrado
Umidade,g,"75,7","45,4",BRC0650A,Nome não encontrado
Carboidrato total,g,"11,0","6,62",BRC0650A,Nome não encontrado
Carboidrato disponível,g,"10,4","6,27",BRC0650A,Nome não encontrado
Proteína,g,"4,37","2,62",BRC0650A,Nome não encontrado
Lipídios,g,"7,73","4,64",BRC0650A,Nome não encontrado
Fibra alimentar,g,"0,58","0,35",BRC0650A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0650A,Nome não encontrado
Cinzas,g,"1,23","0,74",BRC0650A,Nome não encontrado
Colesterol,mg,"51,3","30,8",BRC0650A,Nome não encontrado
Ácidos graxos saturados,g,"3,82","2,29",BRC0650A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,10","1,26",BRC0650A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,04","0,62",BRC0650A,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,08",BRC0650A,Nome não encontrado
Cálcio,mg,"80,1","48,1",BRC0650A,Nome não encontrado
Ferro,mg,"0,80","0,48",BRC0650A,Nome não encontrado
Sódio,mg,251,151,BRC0650A,Nome não encontrado
Magnésio,mg,"13,9","8,34",BRC0650A,Nome não encontrado
Fósforo,mg,"77,7","46,6",BRC0650A,Nome não encontrado
Potássio,mg,141,"84,7",BRC0650A,Nome não encontrado
Manganês,mg,"0,14","0,09",BRC0650A,Nome não encontrado
Zinco,mg,"0,42","0,25",BRC0650A,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0650A,Nome não encontrado
Selênio,mcg,"5,65","3,39",BRC0650A,Nome não encontrado
Vitamina A (RE),mcg,"88,9","53,3",BRC0650A,Nome não encontrado
Vitamina A (RAE),mcg,"97,4","58,5",BRC0650A,Nome não encontrado
Vitamina D,mcg,"0,89","0,54",BRC0650A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,74","0,44",BRC0650A,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0650A,Nome não encontrado
Riboflavina,mg,"0,16","0,09",BRC0650A,Nome não encontrado
Niacina,mg,"0,97","0,58",BRC0650A,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0650A,Nome não encontrado
Vitamina B12,mcg,"0,28","0,17",BRC0650A,Nome não encontrado
Vitamina C,mg,"1,59","0,95",BRC0650A,Nome não encontrado
Equivalente de folato,mcg,"15,5","9,33",BRC0650A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0650A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0650A,Nome não encontrado
Gordura de adição,g,-,-,BRC0650A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0650A,Nome não encontrado
Proteína animal,g,-,-,BRC0650A,Nome não encontrado
