componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,431,236,172,BRC0518A,Nome não encontrado
Energia,kcal,102,56,40,BRC0518A,Nome não encontrado
Umidade,g,"76,0","41,8","30,4",BRC0518A,Nome não encontrado
Carboidrato total,g,"13,7","7,52","5,47",BRC0518A,Nome não encontrado
Carboidrato disponível,g,"11,9","6,56","4,77",BRC0518A,Nome não encontrado
Proteína,g,"6,06","3,33","2,42",BRC0518A,Nome não encontrado
Lipídios,g,"3,00","1,65","1,20",BRC0518A,Nome não encontrado
Fibra alimentar,g,"1,75","0,96","0,70",BRC0518A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0518A,Nome não encontrado
Cinzas,g,"1,25","0,69","0,50",BRC0518A,Nome não encontrado
Colesterol,mg,"7,71","4,24","3,09",BRC0518A,Nome não encontrado
Ácidos graxos saturados,g,"0,51","0,28","0,20",BRC0518A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,73","0,40","0,29",BRC0518A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,60","0,88","0,64",BRC0518A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0518A,Nome não encontrado
Cálcio,mg,"7,09","3,90","2,83",BRC0518A,Nome não encontrado
Ferro,mg,"0,24","0,13","0,10",BRC0518A,Nome não encontrado
Sódio,mg,287,157,114,BRC0518A,Nome não encontrado
Magnésio,mg,"19,0","10,4","7,58",BRC0518A,Nome não encontrado
Fósforo,mg,"74,8","41,1","29,9",BRC0518A,Nome não encontrado
Potássio,mg,156,"86,2","62,7",BRC0518A,Nome não encontrado
Manganês,mg,"0,15","0,08","0,06",BRC0518A,Nome não encontrado
Zinco,mg,"0,28","0,16","0,11",BRC0518A,Nome não encontrado
Cobre,mg,"0,07","0,04","0,03",BRC0518A,Nome não encontrado
Selênio,mcg,"7,53","4,14","3,01",BRC0518A,Nome não encontrado
Vitamina A (RE),mcg,"27,9","15,3","11,2",BRC0518A,Nome não encontrado
Vitamina A (RAE),mcg,"14,6","8,01","5,82",BRC0518A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0518A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,77","0,42","0,31",BRC0518A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0518A,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0518A,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0518A,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0518A,Nome não encontrado
Vitamina B12,mcg,"0,21","0,11","0,08",BRC0518A,Nome não encontrado
Vitamina C,mg,"21,5","11,8","8,59",BRC0518A,Nome não encontrado
Equivalente de folato,mcg,"8,11","4,46","3,24",BRC0518A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0518A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0518A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0518A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0518A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0518A,Nome não encontrado
