componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,306,168,BRC0314N,Nome não encontrado
Energia,kcal,72,39,BRC0314N,Nome não encontrado
Umidade,g,"80,8","44,4",BRC0314N,Nome não encontrado
Carboidrato total,g,"17,7","9,73",BRC0314N,Nome não encontrado
Carboidrato disponível,g,"15,6","8,61",BRC0314N,Nome não encontrado
Proteína,g,"0,71","0,39",BRC0314N,Nome não encontrado
Lipídios,g,"0,31","0,17",BRC0314N,Nome não encontrado
Fibra alimentar,g,"2,05","1,13",BRC0314N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0314N,Nome não encontrado
Cinzas,g,"0,48","0,27",BRC0314N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0314N,Nome não encontrado
Ácidos graxos saturados,g,"0,11","0,06",BRC0314N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01",BRC0314N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,01",BRC0314N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0314N,Nome não encontrado
Cálcio,mg,"9,88","5,43",BRC0314N,Nome não encontrado
Ferro,mg,"0,20","0,11",BRC0314N,Nome não encontrado
Sódio,mg,"1,03","0,57",BRC0314N,Nome não encontrado
Magnésio,mg,"21,0","11,5",BRC0314N,Nome não encontrado
Fósforo,mg,"18,3","10,0",BRC0314N,Nome não encontrado
Potássio,mg,312,172,BRC0314N,Nome não encontrado
Manganês,mg,"0,19","0,10",BRC0314N,Nome não encontrado
Zinco,mg,"0,08","0,04",BRC0314N,Nome não encontrado
Cobre,mg,"0,27","0,15",BRC0314N,Nome não encontrado
Selênio,mcg,"0,18","0,10",BRC0314N,Nome não encontrado
Vitamina A (RE),mcg,"8,53","4,69",BRC0314N,Nome não encontrado
Vitamina A (RAE),mcg,"4,26","2,34",BRC0314N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0314N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,16",BRC0314N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0314N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0314N,Nome não encontrado
Niacina,mg,"0,17","0,09",BRC0314N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0314N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0314N,Nome não encontrado
Vitamina C,mg,"31,2","17,2",BRC0314N,Nome não encontrado
Equivalente de folato,mcg,"21,2","11,7",BRC0314N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0314N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0314N,Nome não encontrado
Gordura de adição,g,-,-,BRC0314N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0314N,Nome não encontrado
Proteína animal,g,-,-,BRC0314N,Nome não encontrado
