componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2416,724,BRC0012U,Nome não encontrado
Energia,kcal,582,174,BRC0012U,Nome não encontrado
Umidade,g,"5,20","1,56",BRC0012U,Nome não encontrado
Carboidrato total,g,"30,2","9,06",BRC0012U,Nome não encontrado
Carboidrato disponível,g,"26,9","8,07",BRC0012U,Nome não encontrado
Proteína,g,"18,2","5,47",BRC0012U,Nome não encontrado
Lipídios,g,"43,9","13,2",BRC0012U,Nome não encontrado
Fibra alimentar,g,"3,30","0,99",BRC0012U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0012U,Nome não encontrado
Cinzas,g,"2,54","0,76",BRC0012U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0012U,Nome não encontrado
Ácidos graxos saturados,g,"7,78","2,33",BRC0012U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"23,8","7,14",BRC0012U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,85","2,35",BRC0012U,Nome não encontrado
Ácidos graxos trans,g,,,BRC0012U,Nome não encontrado
Cálcio,mg,"37,0","11,1",BRC0012U,Nome não encontrado
Ferro,mg,"6,68","2,00",BRC0012U,Nome não encontrado
Sódio,mg,"12,0","3,60",BRC0012U,Nome não encontrado
Magnésio,mg,292,"87,6",BRC0012U,Nome não encontrado
Fósforo,mg,593,177,BRC0012U,Nome não encontrado
Potássio,mg,660,198,BRC0012U,Nome não encontrado
Manganês,mg,"1,61","0,48",BRC0012U,Nome não encontrado
Zinco,mg,"5,78","1,73",BRC0012U,Nome não encontrado
Cobre,mg,"2,13","0,64",BRC0012U,Nome não encontrado
Selênio,mcg,,,BRC0012U,Nome não encontrado
Vitamina A (RE),mcg,-,-,BRC0012U,Nome não encontrado
Vitamina A (RAE),mcg,-,-,BRC0012U,Nome não encontrado
Vitamina D,mcg,"0,20","0,06",BRC0012U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,06",BRC0012U,Nome não encontrado
Tiamina,mg,"0,42","0,13",BRC0012U,Nome não encontrado
Riboflavina,mg,"0,06","0,02",BRC0012U,Nome não encontrado
Niacina,mg,"1,06","0,32",BRC0012U,Nome não encontrado
Vitamina B6,mg,"0,42","0,13",BRC0012U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0012U,Nome não encontrado
Vitamina C,mg,"0,50","0,15",BRC0012U,Nome não encontrado
Equivalente de folato,mcg,"25,0","7,50",BRC0012U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0012U,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0012U,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0012U,Nome não encontrado
Proteína vegetal,g,"18,2","5,47",BRC0012U,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0012U,Nome não encontrado
