componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1211,302,BRC1039B,Nome não encontrado
Energia,kcal,288,71,BRC1039B,Nome não encontrado
Umidade,g,"10,9","2,72",BRC1039B,Nome não encontrado
Carboidrato total,g,"61,1","15,3",BRC1039B,Nome não encontrado
Carboidrato disponível,g,"55,8","14,0",BRC1039B,Nome não encontrado
Proteína,g,"6,74","1,69",BRC1039B,Nome não encontrado
Lipídios,g,"19,6","4,89",BRC1039B,Nome não encontrado
Fibra alimentar,g,"5,23","1,31",BRC1039B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1039B,Nome não encontrado
Cinzas,g,"1,75","0,44",BRC1039B,Nome não encontrado
Colesterol,mg,"10,7","2,67",BRC1039B,Nome não encontrado
Ácidos graxos saturados,g,"5,13","1,28",BRC1039B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,38","2,35",BRC1039B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,23","0,81",BRC1039B,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,05",BRC1039B,Nome não encontrado
Cálcio,mg,"56,7","14,2",BRC1039B,Nome não encontrado
Ferro,mg,"2,39","0,60",BRC1039B,Nome não encontrado
Sódio,mg,229,"57,3",BRC1039B,Nome não encontrado
Magnésio,mg,"97,5","24,4",BRC1039B,Nome não encontrado
Fósforo,mg,181,"45,3",BRC1039B,Nome não encontrado
Potássio,mg,416,104,BRC1039B,Nome não encontrado
Manganês,mg,"0,65","0,16",BRC1039B,Nome não encontrado
Zinco,mg,"1,67","0,42",BRC1039B,Nome não encontrado
Cobre,mg,"0,37","0,09",BRC1039B,Nome não encontrado
Selênio,mcg,"4,26","1,07",BRC1039B,Nome não encontrado
Vitamina A (RE),mcg,"50,3","12,6",BRC1039B,Nome não encontrado
Vitamina A (RAE),mcg,"46,7","11,7",BRC1039B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1039B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,15",BRC1039B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC1039B,Nome não encontrado
Riboflavina,mg,"0,02","0,00",BRC1039B,Nome não encontrado
Niacina,mg,"0,01","0,00",BRC1039B,Nome não encontrado
Vitamina B6,mg,"0,61","0,15",BRC1039B,Nome não encontrado
Vitamina B12,mcg,"0,01","0,00",BRC1039B,Nome não encontrado
Vitamina C,mg,"0,84","0,21",BRC1039B,Nome não encontrado
Equivalente de folato,mcg,"46,6","11,6",BRC1039B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC1039B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1039B,Nome não encontrado
Gordura de adição,g,-,-,BRC1039B,Nome não encontrado
Proteína vegetal,g,-,-,BRC1039B,Nome não encontrado
Proteína animal,g,-,-,BRC1039B,Nome não encontrado
