componente,unidade,Valor por 100g,Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,785,141,BRC0212T,Nome não encontrado
Energia,kcal,189,34,BRC0212T,Nome não encontrado
Umidade,g,"60,7","10,9",BRC0212T,Nome não encontrado
Carboidrato total,g,"9,16","1,65",BRC0212T,Nome não encontrado
Carboidrato disponível,g,"0,55","0,10",BRC0212T,Nome não encontrado
Proteína,g,"15,6","2,81",BRC0212T,Nome não encontrado
Lipídios,g,"11,9","2,15",BRC0212T,Nome não encontrado
Fibra alimentar,g,"8,61","1,55",BRC0212T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0212T,Nome não encontrado
Cinzas,g,"2,61","0,47",BRC0212T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0212T,Nome não encontrado
Ácidos graxos saturados,g,"1,74","0,31",BRC0212T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,24","0,76",BRC0212T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,33","0,96",BRC0212T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0212T,Nome não encontrado
Cálcio,mg,"68,7","12,4",BRC0212T,Nome não encontrado
Ferro,mg,"4,56","0,82",BRC0212T,Nome não encontrado
Sódio,mg,183,"32,9",BRC0212T,Nome não encontrado
Magnésio,mg,"71,2","12,8",BRC0212T,Nome não encontrado
Fósforo,mg,162,"29,2",BRC0212T,Nome não encontrado
Potássio,mg,474,"85,3",BRC0212T,Nome não encontrado
Manganês,mg,"0,88","0,16",BRC0212T,Nome não encontrado
Zinco,mg,"1,27","0,23",BRC0212T,Nome não encontrado
Cobre,mg,"0,33","0,06",BRC0212T,Nome não encontrado
Selênio,mcg,"31,8","5,72",BRC0212T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0212T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0212T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0212T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,90","0,16",BRC0212T,Nome não encontrado
Tiamina,mg,"0,22","0,04",BRC0212T,Nome não encontrado
Riboflavina,mg,"0,26","0,05",BRC0212T,Nome não encontrado
Niacina,mg,"0,41","0,07",BRC0212T,Nome não encontrado
Vitamina B6,mg,"0,10","0,02",BRC0212T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0212T,Nome não encontrado
Vitamina C,mg,"1,41","0,25",BRC0212T,Nome não encontrado
Equivalente de folato,mcg,"73,6","13,2",BRC0212T,Nome não encontrado
Sal de adição,g,"0,45","0,08",BRC0212T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0212T,Nome não encontrado
Gordura de adição,g,-,-,BRC0212T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0212T,Nome não encontrado
Proteína animal,g,-,-,BRC0212T,Nome não encontrado
