componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,1286,707,BRC0614N,Nome não encontrado
Energia,kcal,311,170,BRC0614N,Nome não encontrado
Umidade,g,"55,0","30,3",BRC0614N,Nome não encontrado
Carboidrato total,g,"7,29","4,01",BRC0614N,Nome não encontrado
Carboidrato disponível,g,"6,30","3,47",BRC0614N,Nome não encontrado
Proteína,g,"10,1","5,55",BRC0614N,Nome não encontrado
Lipídios,g,"27,0","14,9",BRC0614N,Nome não encontrado
Fibra alimentar,g,"0,99","0,55",BRC0614N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0614N,Nome não encontrado
Cinzas,g,"0,57","0,31",BRC0614N,Nome não encontrado
Colesterol,mg,"35,2","19,4",BRC0614N,Nome não encontrado
Ácidos graxos saturados,g,"5,32","2,92",BRC0614N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"18,1","9,96",BRC0614N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,88","1,58",BRC0614N,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,07",BRC0614N,Nome não encontrado
Cálcio,mg,"15,4","8,49",BRC0614N,Nome não encontrado
Ferro,mg,"1,10","0,61",BRC0614N,Nome não encontrado
Sódio,mg,"57,4","31,5",BRC0614N,Nome não encontrado
Magnésio,mg,"13,2","7,27",BRC0614N,Nome não encontrado
Fósforo,mg,"67,7","37,2",BRC0614N,Nome não encontrado
Potássio,mg,137,"75,6",BRC0614N,Nome não encontrado
Manganês,mg,"0,23","0,13",BRC0614N,Nome não encontrado
Zinco,mg,"2,79","1,54",BRC0614N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0614N,Nome não encontrado
Selênio,mcg,"0,40","0,22",BRC0614N,Nome não encontrado
Vitamina A (RE),mcg,"74,0","40,7",BRC0614N,Nome não encontrado
Vitamina A (RAE),mcg,"37,0","20,4",BRC0614N,Nome não encontrado
Vitamina D,mcg,"0,91","0,50",BRC0614N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,37","2,41",BRC0614N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0614N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0614N,Nome não encontrado
Niacina,mg,"0,54","0,30",BRC0614N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0614N,Nome não encontrado
Vitamina B12,mcg,"0,89","0,49",BRC0614N,Nome não encontrado
Vitamina C,mg,"9,66","5,31",BRC0614N,Nome não encontrado
Equivalente de folato,mcg,"19,5","10,7",BRC0614N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0614N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0614N,Nome não encontrado
Gordura de adição,g,-,-,BRC0614N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0614N,Nome não encontrado
Proteína animal,g,-,-,BRC0614N,Nome não encontrado
