componente,unidade,Valor por 100g,Porção Média (30 g),codigo_alimento,nome_alimento
Energia,kJ,1805,541,BRC1076A,Nome não encontrado
Energia,kcal,433,129,BRC1076A,Nome não encontrado
Umidade,g,"10,2","3,07",BRC1076A,Nome não encontrado
Carboidrato total,g,"52,1","15,6",BRC1076A,Nome não encontrado
Carboidrato disponível,g,"38,1","11,4",BRC1076A,Nome não encontrado
Proteína,g,"12,4","3,73",BRC1076A,Nome não encontrado
Lipídios,g,"22,6","6,77",BRC1076A,Nome não encontrado
Fibra alimentar,g,"14,0","4,21",BRC1076A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1076A,Nome não encontrado
Cinzas,g,"2,67","0,80",BRC1076A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1076A,Nome não encontrado
Ácidos graxos saturados,g,"3,07","0,92",BRC1076A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,16","2,45",BRC1076A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"11,7","3,50",BRC1076A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC1076A,Nome não encontrado
Cálcio,mg,198,"59,7",BRC1076A,Nome não encontrado
Ferro,mg,"4,09","1,23",BRC1076A,Nome não encontrado
Sódio,mg,"16,4","4,91",BRC1076A,Nome não encontrado
Magnésio,mg,168,"50,5",BRC1076A,Nome não encontrado
Fósforo,mg,348,104,BRC1076A,Nome não encontrado
Potássio,mg,598,179,BRC1076A,Nome não encontrado
Manganês,mg,"3,56","1,07",BRC1076A,Nome não encontrado
Zinco,mg,"3,39","1,02",BRC1076A,Nome não encontrado
Cobre,mg,"0,78","0,23",BRC1076A,Nome não encontrado
Selênio,mcg,"7,69","2,31",BRC1076A,Nome não encontrado
Vitamina A (RE),mcg,"2,83","0,85",BRC1076A,Nome não encontrado
Vitamina A (RAE),mcg,"2,41","0,72",BRC1076A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1076A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,79","0,84",BRC1076A,Nome não encontrado
Tiamina,mg,"0,28","0,08",BRC1076A,Nome não encontrado
Riboflavina,mg,"0,09","0,03",BRC1076A,Nome não encontrado
Niacina,mg,"2,16","0,65",BRC1076A,Nome não encontrado
Vitamina B6,mg,"0,16","0,05",BRC1076A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1076A,Nome não encontrado
Vitamina C,mg,"2,06","0,62",BRC1076A,Nome não encontrado
Equivalente de folato,mcg,"57,8","17,4",BRC1076A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1076A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1076A,Nome não encontrado
Gordura de adição,g,-,-,BRC1076A,Nome não encontrado
Proteína vegetal,g,-,-,BRC1076A,Nome não encontrado
Proteína animal,g,-,-,BRC1076A,Nome não encontrado
