componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,142,42,BRC0714B,Nome não encontrado
Energia,kcal,34,10,BRC0714B,Nome não encontrado
Umidade,g,"90,8","27,2",BRC0714B,Nome não encontrado
Carboidrato total,g,"7,62","2,29",BRC0714B,Nome não encontrado
Carboidrato disponível,g,"6,62","1,99",BRC0714B,Nome não encontrado
Proteína,g,"0,81","0,24",BRC0714B,Nome não encontrado
Lipídios,g,"0,20","0,06",BRC0714B,Nome não encontrado
Fibra alimentar,g,"1,00","0,30",BRC0714B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0714B,Nome não encontrado
Cinzas,g,"0,57","0,17",BRC0714B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0714B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01",BRC0714B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0714B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,03",BRC0714B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0714B,Nome não encontrado
Cálcio,mg,"30,0","9,00",BRC0714B,Nome não encontrado
Ferro,mg,"1,10","0,33",BRC0714B,Nome não encontrado
Sódio,mg,"10,00","3,00",BRC0714B,Nome não encontrado
Magnésio,mg,"14,0","4,20",BRC0714B,Nome não encontrado
Fósforo,mg,"17,0","5,10",BRC0714B,Nome não encontrado
Potássio,mg,"87,0","26,1",BRC0714B,Nome não encontrado
Manganês,mg,"0,25","0,07",BRC0714B,Nome não encontrado
Zinco,mg,"0,06","0,02",BRC0714B,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0714B,Nome não encontrado
Selênio,mcg,"0,50","0,15",BRC0714B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0714B,Nome não encontrado
Vitamina A (RAE),mcg,"41,0","12,3",BRC0714B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0714B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,15",BRC0714B,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0714B,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0714B,Nome não encontrado
Niacina,mg,"0,20","0,06",BRC0714B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03",BRC0714B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0714B,Nome não encontrado
Vitamina C,mg,"4,20","1,26",BRC0714B,Nome não encontrado
Equivalente de folato,mcg,"24,0","7,20",BRC0714B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0714B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0714B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0714B,Nome não encontrado
Proteína vegetal,g,"0,81","0,24",BRC0714B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0714B,Nome não encontrado
