componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,700,385,280,BRC0531A,Nome não encontrado
Energia,kcal,167,91,66,BRC0531A,Nome não encontrado
Umidade,g,"65,5","36,0","26,2",BRC0531A,Nome não encontrado
Carboidrato total,g,"19,4","10,7","7,76",BRC0531A,Nome não encontrado
Carboidrato disponível,g,"18,1","9,96","7,25",BRC0531A,Nome não encontrado
Proteína,g,"6,50","3,57","2,60",BRC0531A,Nome não encontrado
Lipídios,g,"7,34","4,03","2,93",BRC0531A,Nome não encontrado
Fibra alimentar,g,"1,29","0,71","0,51",BRC0531A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0531A,Nome não encontrado
Cinzas,g,"1,30","0,71","0,52",BRC0531A,Nome não encontrado
Colesterol,mg,"16,3","8,99","6,54",BRC0531A,Nome não encontrado
Ácidos graxos saturados,g,"1,90","1,05","0,76",BRC0531A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,40","1,32","0,96",BRC0531A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,17","1,19","0,87",BRC0531A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0531A,Nome não encontrado
Cálcio,mg,"7,65","4,21","3,06",BRC0531A,Nome não encontrado
Ferro,mg,"0,49","0,27","0,20",BRC0531A,Nome não encontrado
Sódio,mg,352,194,141,BRC0531A,Nome não encontrado
Magnésio,mg,"21,2","11,7","8,49",BRC0531A,Nome não encontrado
Fósforo,mg,"64,8","35,6","25,9",BRC0531A,Nome não encontrado
Potássio,mg,165,"91,2","66,3",BRC0531A,Nome não encontrado
Manganês,mg,"0,62","0,34","0,25",BRC0531A,Nome não encontrado
Zinco,mg,"1,06","0,58","0,42",BRC0531A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0531A,Nome não encontrado
Selênio,mcg,"1,07","0,59","0,43",BRC0531A,Nome não encontrado
Vitamina A (RE),mcg,"20,5","11,3","8,20",BRC0531A,Nome não encontrado
Vitamina A (RAE),mcg,"10,2","5,64","4,10",BRC0531A,Nome não encontrado
Vitamina D,mcg,"0,23","0,12","0,09",BRC0531A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,32","0,24",BRC0531A,Nome não encontrado
Tiamina,mg,"0,10","0,06","0,04",BRC0531A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0531A,Nome não encontrado
Niacina,mg,"1,32","0,73","0,53",BRC0531A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0531A,Nome não encontrado
Vitamina B12,mcg,"0,19","0,11","0,08",BRC0531A,Nome não encontrado
Vitamina C,mg,"3,77","2,08","1,51",BRC0531A,Nome não encontrado
Equivalente de folato,mcg,"4,99","2,75","2,00",BRC0531A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0531A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0531A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0531A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0531A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0531A,Nome não encontrado
