componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,469,258,BRC0220N,Nome não encontrado
Energia,kcal,112,61,BRC0220N,Nome não encontrado
Umidade,g,"78,8","43,3",BRC0220N,Nome não encontrado
Carboidrato total,g,"3,69","2,03",BRC0220N,Nome não encontrado
Carboidrato disponível,g,"2,86","1,57",BRC0220N,Nome não encontrado
Proteína,g,"10,8","5,95",BRC0220N,Nome não encontrado
Lipídios,g,"6,22","3,42",BRC0220N,Nome não encontrado
Fibra alimentar,g,"0,83","0,46",BRC0220N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0220N,Nome não encontrado
Cinzas,g,"0,52","0,29",BRC0220N,Nome não encontrado
Colesterol,mg,"40,2","22,1",BRC0220N,Nome não encontrado
Ácidos graxos saturados,g,"2,39","1,31",BRC0220N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,89","1,04",BRC0220N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,36","0,75",BRC0220N,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,07",BRC0220N,Nome não encontrado
Cálcio,mg,"7,31","4,02",BRC0220N,Nome não encontrado
Ferro,mg,"0,98","0,54",BRC0220N,Nome não encontrado
Sódio,mg,"21,9","12,1",BRC0220N,Nome não encontrado
Magnésio,mg,"9,28","5,10",BRC0220N,Nome não encontrado
Fósforo,mg,"73,7","40,5",BRC0220N,Nome não encontrado
Potássio,mg,156,"86,1",BRC0220N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0220N,Nome não encontrado
Zinco,mg,"3,04","1,67",BRC0220N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0220N,Nome não encontrado
Selênio,mcg,"0,38","0,21",BRC0220N,Nome não encontrado
Vitamina A (RE),mcg,127,"70,2",BRC0220N,Nome não encontrado
Vitamina A (RAE),mcg,"64,0","35,2",BRC0220N,Nome não encontrado
Vitamina D,mcg,"1,03","0,56",BRC0220N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,58","0,87",BRC0220N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0220N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0220N,Nome não encontrado
Niacina,mg,"0,69","0,38",BRC0220N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0220N,Nome não encontrado
Vitamina B12,mcg,"0,99","0,55",BRC0220N,Nome não encontrado
Vitamina C,mg,"2,72","1,49",BRC0220N,Nome não encontrado
Equivalente de folato,mcg,"7,68","4,22",BRC0220N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0220N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0220N,Nome não encontrado
Gordura de adição,g,-,-,BRC0220N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0220N,Nome não encontrado
Proteína animal,g,-,-,BRC0220N,Nome não encontrado
