componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,173,43,25,BRC0181B,Nome não encontrado
Energia,kcal,42,10,6,BRC0181B,Nome não encontrado
Umidade,g,"91,6","22,9","13,7",BRC0181B,Nome não encontrado
Carboidrato total,g,"4,09","1,02","0,61",BRC0181B,Nome não encontrado
Carboidrato disponível,g,"2,35","0,59","0,35",BRC0181B,Nome não encontrado
Proteína,g,"1,16","0,29","0,17",BRC0181B,Nome não encontrado
Lipídios,g,"2,68","0,67","0,40",BRC0181B,Nome não encontrado
Fibra alimentar,g,"1,73","0,43","0,26",BRC0181B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Cinzas,g,"0,36","0,09","0,05",BRC0181B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Ácidos graxos saturados,g,"0,43","0,11","0,06",BRC0181B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","0,47","0,28",BRC0181B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,08","0,05",BRC0181B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Cálcio,mg,"17,4","4,34","2,60",BRC0181B,Nome não encontrado
Ferro,mg,"0,24","0,06","0,04",BRC0181B,Nome não encontrado
Sódio,mg,"91,6","22,9","13,7",BRC0181B,Nome não encontrado
Magnésio,mg,"6,03","1,51","0,90",BRC0181B,Nome não encontrado
Fósforo,mg,"22,6","5,65","3,39",BRC0181B,Nome não encontrado
Potássio,mg,104,"26,2","15,7",BRC0181B,Nome não encontrado
Manganês,mg,"0,16","0,04","0,02",BRC0181B,Nome não encontrado
Zinco,mg,"0,33","0,08","0,05",BRC0181B,Nome não encontrado
Cobre,mg,"0,01","0,00","0,00",BRC0181B,Nome não encontrado
Selênio,mcg,"0,28","0,07","0,04",BRC0181B,Nome não encontrado
Vitamina A (RE),mcg,"33,1","8,28","4,97",BRC0181B,Nome não encontrado
Vitamina A (RAE),mcg,"16,6","4,14","2,49",BRC0181B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,13","0,08",BRC0181B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0181B,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0181B,Nome não encontrado
Niacina,mg,"0,02","0,00","0,00",BRC0181B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,00",BRC0181B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Vitamina C,mg,"18,1","4,53","2,72",BRC0181B,Nome não encontrado
Equivalente de folato,mcg,"28,9","7,23","4,34",BRC0181B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0181B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0181B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0181B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0181B,Nome não encontrado
