componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (10 g),codigo_alimento,nome_alimento
Energia,kJ,652,65,BRC0003J,Nome não encontrado
Energia,kcal,157,15,BRC0003J,Nome não encontrado
Umidade,g,"73,6","7,36",BRC0003J,Nome não encontrado
Carboidrato total,g,"1,16","0,12",BRC0003J,Nome não encontrado
Carboidrato disponível,g,"1,16","0,12",BRC0003J,Nome não encontrado
Proteína,g,"13,1","1,31",BRC0003J,Nome não encontrado
Lipídios,g,"11,1","1,11",BRC0003J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0003J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0003J,Nome não encontrado
Cinzas,g,"1,07","0,11",BRC0003J,Nome não encontrado
Colesterol,mg,260,"26,0",BRC0003J,Nome não encontrado
Ácidos graxos saturados,g,"4,07","0,41",BRC0003J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,54","0,55",BRC0003J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,23","0,12",BRC0003J,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,01",BRC0003J,Nome não encontrado
Cálcio,mg,"57,3","5,73",BRC0003J,Nome não encontrado
Ferro,mg,"3,35","0,33",BRC0003J,Nome não encontrado
Sódio,mg,128,"12,9",BRC0003J,Nome não encontrado
Magnésio,mg,"10,5","1,05",BRC0003J,Nome não encontrado
Fósforo,mg,279,"27,9",BRC0003J,Nome não encontrado
Potássio,mg,"78,7","7,87",BRC0003J,Nome não encontrado
Manganês,mg,traços,traços,BRC0003J,Nome não encontrado
Zinco,mg,"1,72","0,17",BRC0003J,Nome não encontrado
Cobre,mg,"0,04","0,00",BRC0003J,Nome não encontrado
Selênio,mcg,"0,10","0,01",BRC0003J,Nome não encontrado
Vitamina A (RE),mcg,269,"26,9",BRC0003J,Nome não encontrado
Vitamina A (RAE),mcg,268,"26,8",BRC0003J,Nome não encontrado
Vitamina D,mcg,"1,40","0,14",BRC0003J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","0,11",BRC0003J,Nome não encontrado
Tiamina,mg,"0,11","0,01",BRC0003J,Nome não encontrado
Riboflavina,mg,"0,12","0,01",BRC0003J,Nome não encontrado
Niacina,mg,"0,97","0,10",BRC0003J,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0003J,Nome não encontrado
Vitamina B12,mcg,"1,63","0,16",BRC0003J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0003J,Nome não encontrado
Equivalente de folato,mcg,"67,9","6,79",BRC0003J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0003J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0003J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0003J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0003J,Nome não encontrado
Proteína animal,g,"13,1","1,31",BRC0003J,Nome não encontrado
