componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,243,60,BRC0256B,Nome não encontrado
Energia,kcal,58,14,BRC0256B,Nome não encontrado
Umidade,g,"84,8","21,2",BRC0256B,Nome não encontrado
Carboidrato total,g,"8,15","2,04",BRC0256B,Nome não encontrado
Carboidrato disponível,g,"4,36","1,09",BRC0256B,Nome não encontrado
Proteína,g,"3,69","0,92",BRC0256B,Nome não encontrado
Lipídios,g,"2,05","0,51",BRC0256B,Nome não encontrado
Fibra alimentar,g,"3,79","0,95",BRC0256B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0256B,Nome não encontrado
Cinzas,g,"1,27","0,32",BRC0256B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0256B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05",BRC0256B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,46","0,12",BRC0256B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,20",BRC0256B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0256B,Nome não encontrado
Cálcio,mg,132,"33,2",BRC0256B,Nome não encontrado
Ferro,mg,"2,14","0,54",BRC0256B,Nome não encontrado
Sódio,mg,133,"33,4",BRC0256B,Nome não encontrado
Magnésio,mg,"31,0","7,76",BRC0256B,Nome não encontrado
Fósforo,mg,116,"29,1",BRC0256B,Nome não encontrado
Potássio,mg,718,179,BRC0256B,Nome não encontrado
Manganês,mg,"0,28","0,07",BRC0256B,Nome não encontrado
Zinco,mg,"0,57","0,14",BRC0256B,Nome não encontrado
Cobre,mg,"0,10","0,03",BRC0256B,Nome não encontrado
Selênio,mcg,"1,26","0,31",BRC0256B,Nome não encontrado
Vitamina A (RE),mcg,1525,381,BRC0256B,Nome não encontrado
Vitamina A (RAE),mcg,762,190,BRC0256B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0256B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,20","1,05",BRC0256B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC0256B,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0256B,Nome não encontrado
Niacina,mg,traços,traços,BRC0256B,Nome não encontrado
Vitamina B6,mg,"0,10","0,02",BRC0256B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0256B,Nome não encontrado
Vitamina C,mg,"45,2","11,3",BRC0256B,Nome não encontrado
Equivalente de folato,mcg,"12,2","3,04",BRC0256B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0256B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0256B,Nome não encontrado
Gordura de adição,g,-,-,BRC0256B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0256B,Nome não encontrado
Proteína animal,g,-,-,BRC0256B,Nome não encontrado
