componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (190 g),codigo_alimento,nome_alimento
Energia,kJ,1168,2218,BRC0494A,Nome não encontrado
Energia,kcal,277,527,BRC0494A,Nome não encontrado
Umidade,g,"39,0","74,2",BRC0494A,Nome não encontrado
Carboidrato total,g,"32,7","62,2",BRC0494A,Nome não encontrado
Carboidrato disponível,g,"31,4","59,7",BRC0494A,Nome não encontrado
Proteína,g,"17,7","33,6",BRC0494A,Nome não encontrado
Lipídios,g,"8,74","16,6",BRC0494A,Nome não encontrado
Fibra alimentar,g,"1,30","2,48",BRC0494A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0494A,Nome não encontrado
Cinzas,g,"1,81","3,44",BRC0494A,Nome não encontrado
Colesterol,mg,"40,9","77,8",BRC0494A,Nome não encontrado
Ácidos graxos saturados,g,"2,78","5,29",BRC0494A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,90","5,51",BRC0494A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,90","3,61",BRC0494A,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,44",BRC0494A,Nome não encontrado
Cálcio,mg,"9,28","17,6",BRC0494A,Nome não encontrado
Ferro,mg,"3,44","6,53",BRC0494A,Nome não encontrado
Sódio,mg,520,988,BRC0494A,Nome não encontrado
Magnésio,mg,"22,9","43,4",BRC0494A,Nome não encontrado
Fósforo,mg,162,308,BRC0494A,Nome não encontrado
Potássio,mg,229,436,BRC0494A,Nome não encontrado
Manganês,mg,"0,25","0,48",BRC0494A,Nome não encontrado
Zinco,mg,"2,34","4,44",BRC0494A,Nome não encontrado
Cobre,mg,"0,11","0,21",BRC0494A,Nome não encontrado
Selênio,mcg,"3,65","6,94",BRC0494A,Nome não encontrado
Vitamina A (RE),mcg,"1,02","1,94",BRC0494A,Nome não encontrado
Vitamina A (RAE),mcg,"1,67","3,18",BRC0494A,Nome não encontrado
Vitamina D,mcg,"0,13","0,25",BRC0494A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57","1,09",BRC0494A,Nome não encontrado
Tiamina,mg,"0,22","0,41",BRC0494A,Nome não encontrado
Riboflavina,mg,"0,38","0,72",BRC0494A,Nome não encontrado
Niacina,mg,"3,09","5,86",BRC0494A,Nome não encontrado
Vitamina B6,mg,"0,34","0,64",BRC0494A,Nome não encontrado
Vitamina B12,mcg,"1,10","2,09",BRC0494A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0494A,Nome não encontrado
Equivalente de folato,mcg,"75,0",142,BRC0494A,Nome não encontrado
Sal de adição,g,,,BRC0494A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0494A,Nome não encontrado
Gordura de adição,g,-,-,BRC0494A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0494A,Nome não encontrado
Proteína animal,g,-,-,BRC0494A,Nome não encontrado
