componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (130 g),codigo_alimento,nome_alimento
Energia,kJ,602,782,BRC0769A,Nome não encontrado
Energia,kcal,142,184,BRC0769A,Nome não encontrado
Umidade,g,"63,0","81,9",BRC0769A,Nome não encontrado
Carboidrato total,g,"29,9","38,9",BRC0769A,Nome não encontrado
Carboidrato disponível,g,"27,8","36,1",BRC0769A,Nome não encontrado
Proteína,g,"5,14","6,69",BRC0769A,Nome não encontrado
Lipídios,g,"0,69","0,90",BRC0769A,Nome não encontrado
Fibra alimentar,g,"2,15","2,80",BRC0769A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0769A,Nome não encontrado
Cinzas,g,"1,29","1,68",BRC0769A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0769A,Nome não encontrado
Ácidos graxos saturados,g,"0,14","0,18",BRC0769A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,08",BRC0769A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,40",BRC0769A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0769A,Nome não encontrado
Cálcio,mg,"54,8","71,3",BRC0769A,Nome não encontrado
Ferro,mg,"1,50","1,96",BRC0769A,Nome não encontrado
Sódio,mg,270,352,BRC0769A,Nome não encontrado
Magnésio,mg,"18,4","23,9",BRC0769A,Nome não encontrado
Fósforo,mg,"61,0","79,3",BRC0769A,Nome não encontrado
Potássio,mg,183,239,BRC0769A,Nome não encontrado
Manganês,mg,"0,30","0,39",BRC0769A,Nome não encontrado
Zinco,mg,"0,54","0,70",BRC0769A,Nome não encontrado
Cobre,mg,"0,11","0,15",BRC0769A,Nome não encontrado
Selênio,mcg,"13,7","17,8",BRC0769A,Nome não encontrado
Vitamina A (RE),mcg,192,249,BRC0769A,Nome não encontrado
Vitamina A (RAE),mcg,"96,1",124,BRC0769A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0769A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,35","0,46",BRC0769A,Nome não encontrado
Tiamina,mg,"0,34","0,44",BRC0769A,Nome não encontrado
Riboflavina,mg,"0,19","0,25",BRC0769A,Nome não encontrado
Niacina,mg,"2,54","3,30",BRC0769A,Nome não encontrado
Vitamina B6,mg,"0,21","0,28",BRC0769A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0769A,Nome não encontrado
Vitamina C,mg,"6,21","8,07",BRC0769A,Nome não encontrado
Equivalente de folato,mcg,"93,1",120,BRC0769A,Nome não encontrado
Sal de adição,g,,,BRC0769A,Nome não encontrado
Açúcar de adição,g,,,BRC0769A,Nome não encontrado
Gordura de adição,g,-,-,BRC0769A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0769A,Nome não encontrado
Proteína animal,g,-,-,BRC0769A,Nome não encontrado
