componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2427,728,BRC0021U,Nome não encontrado
Energia,kcal,579,173,BRC0021U,Nome não encontrado
Umidade,g,"2,83","0,85",BRC0021U,Nome não encontrado
Carboidrato total,g,"38,8","11,6",BRC0021U,Nome não encontrado
Carboidrato disponível,g,"33,0","9,91",BRC0021U,Nome não encontrado
Proteína,g,"14,0","4,21",BRC0021U,Nome não encontrado
Lipídios,g,"42,3","12,7",BRC0021U,Nome não encontrado
Fibra alimentar,g,"5,77","1,73",BRC0021U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0021U,Nome não encontrado
Cinzas,g,"2,05","0,62",BRC0021U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0021U,Nome não encontrado
Ácidos graxos saturados,g,"7,21","2,16",BRC0021U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"22,8","6,85",BRC0021U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"11,9","3,56",BRC0021U,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,02",BRC0021U,Nome não encontrado
Cálcio,mg,118,"35,4",BRC0021U,Nome não encontrado
Ferro,mg,"3,49","1,05",BRC0021U,Nome não encontrado
Sódio,mg,"35,2","10,6",BRC0021U,Nome não encontrado
Magnésio,mg,207,"62,2",BRC0021U,Nome não encontrado
Fósforo,mg,432,129,BRC0021U,Nome não encontrado
Potássio,mg,534,160,BRC0021U,Nome não encontrado
Manganês,mg,"1,63","0,49",BRC0021U,Nome não encontrado
Zinco,mg,"3,02","0,90",BRC0021U,Nome não encontrado
Cobre,mg,"1,08","0,32",BRC0021U,Nome não encontrado
Selênio,mcg,848,254,BRC0021U,Nome não encontrado
Vitamina A (RE),mcg,"0,04","0,01",BRC0021U,Nome não encontrado
Vitamina A (RAE),mcg,"0,02","0,01",BRC0021U,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0021U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"7,79","2,34",BRC0021U,Nome não encontrado
Tiamina,mg,"0,22","0,07",BRC0021U,Nome não encontrado
Riboflavina,mg,"0,06","0,02",BRC0021U,Nome não encontrado
Niacina,mg,traços,traços,BRC0021U,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0021U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0021U,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0021U,Nome não encontrado
Equivalente de folato,mcg,"36,0","10,8",BRC0021U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0021U,Nome não encontrado
Açúcar de adição,g,"25,0","7,50",BRC0021U,Nome não encontrado
Gordura de adição,g,-,-,BRC0021U,Nome não encontrado
Proteína vegetal,g,-,-,BRC0021U,Nome não encontrado
Proteína animal,g,-,-,BRC0021U,Nome não encontrado
