componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,516,618,BRC0130F,Nome não encontrado
Energia,kcal,123,147,BRC0130F,Nome não encontrado
Umidade,g,"74,1","89,0",BRC0130F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0130F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0130F,Nome não encontrado
Proteína,g,"20,4","24,5",BRC0130F,Nome não encontrado
Lipídios,g,"4,57","5,48",BRC0130F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0130F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0130F,Nome não encontrado
Cinzas,g,"0,93","1,11",BRC0130F,Nome não encontrado
Colesterol,mg,"78,2","93,9",BRC0130F,Nome não encontrado
Ácidos graxos saturados,g,"1,40","1,68",BRC0130F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","2,28",BRC0130F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,00","1,20",BRC0130F,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0130F,Nome não encontrado
Cálcio,mg,"6,52","7,83",BRC0130F,Nome não encontrado
Ferro,mg,"0,54","0,64",BRC0130F,Nome não encontrado
Sódio,mg,"73,0","87,6",BRC0130F,Nome não encontrado
Magnésio,mg,"27,0","32,4",BRC0130F,Nome não encontrado
Fósforo,mg,190,228,BRC0130F,Nome não encontrado
Potássio,mg,237,285,BRC0130F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0130F,Nome não encontrado
Zinco,mg,"1,24","1,49",BRC0130F,Nome não encontrado
Cobre,mg,"0,03","0,04",BRC0130F,Nome não encontrado
Selênio,mcg,,,BRC0130F,Nome não encontrado
Vitamina A (RE),mcg,"3,67","4,40",BRC0130F,Nome não encontrado
Vitamina A (RAE),mcg,"3,67","4,40",BRC0130F,Nome não encontrado
Vitamina D,mcg,,,BRC0130F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,21",BRC0130F,Nome não encontrado
Tiamina,mg,"0,12","0,14",BRC0130F,Nome não encontrado
Riboflavina,mg,"0,03","0,04",BRC0130F,Nome não encontrado
Niacina,mg,"3,28","3,94",BRC0130F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0130F,Nome não encontrado
Vitamina B12,mcg,"0,36","0,43",BRC0130F,Nome não encontrado
Vitamina C,mg,"3,11","3,73",BRC0130F,Nome não encontrado
Equivalente de folato,mcg,"6,59","7,90",BRC0130F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0130F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0130F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0130F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0130F,Nome não encontrado
Proteína animal,g,"20,4","24,5",BRC0130F,Nome não encontrado
