componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,412,226,BRC0604N,Nome não encontrado
Energia,kcal,98,54,BRC0604N,Nome não encontrado
Umidade,g,"79,3","43,6",BRC0604N,Nome não encontrado
Carboidrato total,g,"6,80","3,74",BRC0604N,Nome não encontrado
Carboidrato disponível,g,"5,80","3,19",BRC0604N,Nome não encontrado
Proteína,g,"8,61","4,74",BRC0604N,Nome não encontrado
Lipídios,g,"4,31","2,37",BRC0604N,Nome não encontrado
Fibra alimentar,g,"1,00","0,55",BRC0604N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0604N,Nome não encontrado
Cinzas,g,"0,96","0,53",BRC0604N,Nome não encontrado
Colesterol,mg,"25,0","13,7",BRC0604N,Nome não encontrado
Ácidos graxos saturados,g,"0,70","0,39",BRC0604N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,65","1,46",BRC0604N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,69","0,38",BRC0604N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0604N,Nome não encontrado
Cálcio,mg,"11,2","6,15",BRC0604N,Nome não encontrado
Ferro,mg,"0,20","0,11",BRC0604N,Nome não encontrado
Sódio,mg,132,"72,8",BRC0604N,Nome não encontrado
Magnésio,mg,"13,7","7,55",BRC0604N,Nome não encontrado
Fósforo,mg,"68,6","37,7",BRC0604N,Nome não encontrado
Potássio,mg,177,"97,4",BRC0604N,Nome não encontrado
Manganês,mg,"0,02","0,01",BRC0604N,Nome não encontrado
Zinco,mg,"0,21","0,12",BRC0604N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0604N,Nome não encontrado
Selênio,mcg,"14,9","8,20",BRC0604N,Nome não encontrado
Vitamina A (RE),mcg,"22,3","12,3",BRC0604N,Nome não encontrado
Vitamina A (RAE),mcg,"12,0","6,58",BRC0604N,Nome não encontrado
Vitamina D,mcg,"2,17","1,20",BRC0604N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,74","0,40",BRC0604N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0604N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0604N,Nome não encontrado
Niacina,mg,"0,23","0,12",BRC0604N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0604N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0604N,Nome não encontrado
Vitamina C,mg,"0,27","0,15",BRC0604N,Nome não encontrado
Equivalente de folato,mcg,"9,47","5,21",BRC0604N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0604N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0604N,Nome não encontrado
Gordura de adição,g,-,-,BRC0604N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0604N,Nome não encontrado
Proteína animal,g,-,-,BRC0604N,Nome não encontrado
