componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,447,245,BRC0571N,Nome não encontrado
Energia,kcal,107,58,BRC0571N,Nome não encontrado
Umidade,g,"77,1","42,4",BRC0571N,Nome não encontrado
Carboidrato total,g,"5,62","3,09",BRC0571N,Nome não encontrado
Carboidrato disponível,g,"3,48","1,92",BRC0571N,Nome não encontrado
Proteína,g,"12,2","6,70",BRC0571N,Nome não encontrado
Lipídios,g,"4,41","2,43",BRC0571N,Nome não encontrado
Fibra alimentar,g,"2,13","1,17",BRC0571N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0571N,Nome não encontrado
Cinzas,g,"0,72","0,39",BRC0571N,Nome não encontrado
Colesterol,mg,"38,4","21,1",BRC0571N,Nome não encontrado
Ácidos graxos saturados,g,"1,27","0,70",BRC0571N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,44","1,34",BRC0571N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,22",BRC0571N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0571N,Nome não encontrado
Cálcio,mg,"10,5","5,79",BRC0571N,Nome não encontrado
Ferro,mg,"1,26","0,70",BRC0571N,Nome não encontrado
Sódio,mg,"19,8","10,9",BRC0571N,Nome não encontrado
Magnésio,mg,"18,1","9,96",BRC0571N,Nome não encontrado
Fósforo,mg,112,"61,9",BRC0571N,Nome não encontrado
Potássio,mg,247,136,BRC0571N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0571N,Nome não encontrado
Zinco,mg,"2,82","1,55",BRC0571N,Nome não encontrado
Cobre,mg,"0,15","0,08",BRC0571N,Nome não encontrado
Selênio,mcg,"0,73","0,40",BRC0571N,Nome não encontrado
Vitamina A (RE),mcg,142,"78,5",BRC0571N,Nome não encontrado
Vitamina A (RAE),mcg,"71,5","39,4",BRC0571N,Nome não encontrado
Vitamina D,mcg,,,BRC0571N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,10","0,61",BRC0571N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0571N,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0571N,Nome não encontrado
Niacina,mg,"1,15","0,63",BRC0571N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0571N,Nome não encontrado
Vitamina B12,mcg,"1,26","0,69",BRC0571N,Nome não encontrado
Vitamina C,mg,"1,32","0,73",BRC0571N,Nome não encontrado
Equivalente de folato,mcg,"21,6","11,9",BRC0571N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0571N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0571N,Nome não encontrado
Gordura de adição,g,-,-,BRC0571N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0571N,Nome não encontrado
Proteína animal,g,-,-,BRC0571N,Nome não encontrado
