componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2504,751,BRC0020U,Nome não encontrado
Energia,kcal,604,181,BRC0020U,Nome não encontrado
Umidade,g,"2,85","0,85",BRC0020U,Nome não encontrado
Carboidrato total,g,"35,6","10,7",BRC0020U,Nome não encontrado
Carboidrato disponível,g,"29,6","8,89",BRC0020U,Nome não encontrado
Proteína,g,"11,0","3,30",BRC0020U,Nome não encontrado
Lipídios,g,"47,9","14,4",BRC0020U,Nome não encontrado
Fibra alimentar,g,"5,95","1,78",BRC0020U,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0020U,Nome não encontrado
Cinzas,g,"2,67","0,80",BRC0020U,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0020U,Nome não encontrado
Ácidos graxos saturados,g,"11,5","3,44",BRC0020U,Nome não encontrado
Ácidos graxos monoinsaturados,g,"20,6","6,17",BRC0020U,Nome não encontrado
Ácidos graxos poliinsaturados,g,"15,8","4,73",BRC0020U,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0020U,Nome não encontrado
Cálcio,mg,133,"40,0",BRC0020U,Nome não encontrado
Ferro,mg,"2,78","0,83",BRC0020U,Nome não encontrado
Sódio,mg,"3,41","1,02",BRC0020U,Nome não encontrado
Magnésio,mg,249,"74,8",BRC0020U,Nome não encontrado
Fósforo,mg,512,153,BRC0020U,Nome não encontrado
Potássio,mg,513,153,BRC0020U,Nome não encontrado
Manganês,mg,"1,34","0,40",BRC0020U,Nome não encontrado
Zinco,mg,"3,25","0,98",BRC0020U,Nome não encontrado
Cobre,mg,"1,56","0,47",BRC0020U,Nome não encontrado
Selênio,mcg,2536,760,BRC0020U,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0020U,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0020U,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0020U,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,72","1,42",BRC0020U,Nome não encontrado
Tiamina,mg,"0,23","0,07",BRC0020U,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0020U,Nome não encontrado
Niacina,mg,traços,traços,BRC0020U,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0020U,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0020U,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0020U,Nome não encontrado
Equivalente de folato,mcg,"16,5","4,94",BRC0020U,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0020U,Nome não encontrado
Açúcar de adição,g,"25,0","7,50",BRC0020U,Nome não encontrado
Gordura de adição,g,-,-,BRC0020U,Nome não encontrado
Proteína vegetal,g,-,-,BRC0020U,Nome não encontrado
Proteína animal,g,-,-,BRC0020U,Nome não encontrado
