componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,972,971,BRC0045J,Nome não encontrado
Energia,kcal,233,233,BRC0045J,Nome não encontrado
Umidade,g,"57,7","57,7",BRC0045J,Nome não encontrado
Carboidrato total,g,"13,9","13,9",BRC0045J,Nome não encontrado
Carboidrato disponível,g,"13,2","13,2",BRC0045J,Nome não encontrado
Proteína,g,"13,2","13,2",BRC0045J,Nome não encontrado
Lipídios,g,"14,0","14,0",BRC0045J,Nome não encontrado
Fibra alimentar,g,"0,77","0,77",BRC0045J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0045J,Nome não encontrado
Cinzas,g,"1,18","1,18",BRC0045J,Nome não encontrado
Colesterol,mg,252,252,BRC0045J,Nome não encontrado
Ácidos graxos saturados,g,"6,40","6,40",BRC0045J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,49","4,49",BRC0045J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,04","1,04",BRC0045J,Nome não encontrado
Ácidos graxos trans,g,"0,30","0,30",BRC0045J,Nome não encontrado
Cálcio,mg,"54,9","54,9",BRC0045J,Nome não encontrado
Ferro,mg,"3,06","3,06",BRC0045J,Nome não encontrado
Sódio,mg,488,488,BRC0045J,Nome não encontrado
Magnésio,mg,"22,2","22,2",BRC0045J,Nome não encontrado
Fósforo,mg,191,191,BRC0045J,Nome não encontrado
Potássio,mg,192,192,BRC0045J,Nome não encontrado
Manganês,mg,"0,52","0,52",BRC0045J,Nome não encontrado
Zinco,mg,"2,18","2,18",BRC0045J,Nome não encontrado
Cobre,mg,"0,08","0,08",BRC0045J,Nome não encontrado
Selênio,mcg,"9,71","9,71",BRC0045J,Nome não encontrado
Vitamina A (RE),mcg,170,170,BRC0045J,Nome não encontrado
Vitamina A (RAE),mcg,163,163,BRC0045J,Nome não encontrado
Vitamina D,mcg,"1,14","1,14",BRC0045J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,10","1,10",BRC0045J,Nome não encontrado
Tiamina,mg,"0,17","0,17",BRC0045J,Nome não encontrado
Riboflavina,mg,"0,15","0,15",BRC0045J,Nome não encontrado
Niacina,mg,"1,88","1,88",BRC0045J,Nome não encontrado
Vitamina B6,mg,"0,06","0,06",BRC0045J,Nome não encontrado
Vitamina B12,mcg,"0,64","0,64",BRC0045J,Nome não encontrado
Vitamina C,mg,"1,08","1,08",BRC0045J,Nome não encontrado
Equivalente de folato,mcg,"58,4","58,4",BRC0045J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0045J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0045J,Nome não encontrado
Gordura de adição,g,-,-,BRC0045J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0045J,Nome não encontrado
Proteína animal,g,-,-,BRC0045J,Nome não encontrado
