componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,1530,152,BRC0101N,Nome não encontrado
Energia,kcal,362,36,BRC0101N,Nome não encontrado
Umidade,g,"3,40","0,34",BRC0101N,Nome não encontrado
Carboidrato total,g,"71,9","7,19",BRC0101N,Nome não encontrado
Carboidrato disponível,g,"64,4","6,44",BRC0101N,Nome não encontrado
Proteína,g,"15,5","1,55",BRC0101N,Nome não encontrado
Lipídios,g,"3,00","0,30",BRC0101N,Nome não encontrado
Fibra alimentar,g,"7,50","0,75",BRC0101N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0101N,Nome não encontrado
Cinzas,g,"6,18","0,62",BRC0101N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0101N,Nome não encontrado
Ácidos graxos saturados,g,"1,78","0,18",BRC0101N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,98","0,10",BRC0101N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,01",BRC0101N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0101N,Nome não encontrado
Cálcio,mg,576,"57,6",BRC0101N,Nome não encontrado
Ferro,mg,"4,96","0,50",BRC0101N,Nome não encontrado
Sódio,mg,876,"87,6",BRC0101N,Nome não encontrado
Magnésio,mg,208,"20,8",BRC0101N,Nome não encontrado
Fósforo,mg,893,"89,3",BRC0101N,Nome não encontrado
Potássio,mg,2702,270,BRC0101N,Nome não encontrado
Manganês,mg,,,BRC0101N,Nome não encontrado
Zinco,mg,"3,44","0,34",BRC0101N,Nome não encontrado
Cobre,mg,"0,73","0,07",BRC0101N,Nome não encontrado
Selênio,mcg,"16,9","1,69",BRC0101N,Nome não encontrado
Vitamina A (RE),mcg,"4,00","0,40",BRC0101N,Nome não encontrado
Vitamina A (RAE),mcg,"4,00","0,40",BRC0101N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0101N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,00",BRC0101N,Nome não encontrado
Tiamina,mg,"0,27","0,03",BRC0101N,Nome não encontrado
Riboflavina,mg,"1,40","0,14",BRC0101N,Nome não encontrado
Niacina,mg,"1,08","0,11",BRC0101N,Nome não encontrado
Vitamina B6,mg,"0,32","0,03",BRC0101N,Nome não encontrado
Vitamina B12,mcg,"1,18","0,12",BRC0101N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0101N,Nome não encontrado
Equivalente de folato,mcg,"14,0","1,40",BRC0101N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0101N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0101N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0101N,Nome não encontrado
Proteína vegetal,g,"15,5","1,55",BRC0101N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0101N,Nome não encontrado
