componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,56,134,92,BRC0145C,Nome não encontrado
Energia,kcal,13,31,21,BRC0145C,Nome não encontrado
Umidade,g,"96,2",230,158,BRC0145C,Nome não encontrado
Carboidrato total,g,"3,13","7,52","5,17",BRC0145C,Nome não encontrado
Carboidrato disponível,g,"2,47","5,92","4,07",BRC0145C,Nome não encontrado
Proteína,g,"0,33","0,80","0,55",BRC0145C,Nome não encontrado
Lipídios,g,"0,08","0,19","0,13",BRC0145C,Nome não encontrado
Fibra alimentar,g,"0,67","1,60","1,10",BRC0145C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Cinzas,g,"0,27","0,65","0,45",BRC0145C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,05","0,03",BRC0145C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0145C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,08","0,05",BRC0145C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Cálcio,mg,"1,38","3,32","2,28",BRC0145C,Nome não encontrado
Ferro,mg,"0,10","0,24","0,17",BRC0145C,Nome não encontrado
Sódio,mg,"4,91","11,8","8,10",BRC0145C,Nome não encontrado
Magnésio,mg,"2,70","6,47","4,45",BRC0145C,Nome não encontrado
Fósforo,mg,"4,46","10,7","7,35",BRC0145C,Nome não encontrado
Potássio,mg,"94,9",227,156,BRC0145C,Nome não encontrado
Manganês,mg,"0,02","0,05","0,03",BRC0145C,Nome não encontrado
Zinco,mg,"0,04","0,09","0,06",BRC0145C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0145C,Nome não encontrado
Selênio,mcg,"0,11","0,26","0,18",BRC0145C,Nome não encontrado
Vitamina A (RE),mcg,"0,91","2,19","1,50",BRC0145C,Nome não encontrado
Vitamina A (RAE),mcg,"0,46","1,09","0,75",BRC0145C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,10","0,07",BRC0145C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0145C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0145C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0145C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0145C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Vitamina C,mg,"3,81","9,15","6,29",BRC0145C,Nome não encontrado
Equivalente de folato,mcg,"3,76","9,03","6,21",BRC0145C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0145C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0145C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0145C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0145C,Nome não encontrado
