componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,276,151,BRC0321N,Nome não encontrado
Energia,kcal,66,36,BRC0321N,Nome não encontrado
Umidade,g,"83,4","45,9",BRC0321N,Nome não encontrado
Carboidrato total,g,"10,8","5,96",BRC0321N,Nome não encontrado
Carboidrato disponível,g,"5,88","3,23",BRC0321N,Nome não encontrado
Proteína,g,"2,81","1,54",BRC0321N,Nome não encontrado
Lipídios,g,"2,40","1,32",BRC0321N,Nome não encontrado
Fibra alimentar,g,"4,96","2,73",BRC0321N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0321N,Nome não encontrado
Cinzas,g,"0,56","0,31",BRC0321N,Nome não encontrado
Colesterol,mg,"0,67","0,37",BRC0321N,Nome não encontrado
Ácidos graxos saturados,g,"0,37","0,20",BRC0321N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,54","0,85",BRC0321N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,23",BRC0321N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0321N,Nome não encontrado
Cálcio,mg,"20,0","11,0",BRC0321N,Nome não encontrado
Ferro,mg,"0,83","0,46",BRC0321N,Nome não encontrado
Sódio,mg,"2,34","1,28",BRC0321N,Nome não encontrado
Magnésio,mg,"23,8","13,1",BRC0321N,Nome não encontrado
Fósforo,mg,"53,7","29,6",BRC0321N,Nome não encontrado
Potássio,mg,195,107,BRC0321N,Nome não encontrado
Manganês,mg,"0,23","0,13",BRC0321N,Nome não encontrado
Zinco,mg,"0,99","0,55",BRC0321N,Nome não encontrado
Cobre,mg,"0,30","0,16",BRC0321N,Nome não encontrado
Selênio,mcg,"1,61","0,89",BRC0321N,Nome não encontrado
Vitamina A (RE),mcg,256,141,BRC0321N,Nome não encontrado
Vitamina A (RAE),mcg,128,"70,6",BRC0321N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0321N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,05","0,58",BRC0321N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0321N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0321N,Nome não encontrado
Niacina,mg,"0,52","0,29",BRC0321N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0321N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0321N,Nome não encontrado
Vitamina C,mg,"3,55","1,95",BRC0321N,Nome não encontrado
Equivalente de folato,mcg,"46,0","25,3",BRC0321N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0321N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0321N,Nome não encontrado
Gordura de adição,g,-,-,BRC0321N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0321N,Nome não encontrado
Proteína animal,g,-,-,BRC0321N,Nome não encontrado
