componente,unidade,Valor por 100g,Colher servir cheia (60 g),codigo_alimento,nome_alimento
Energia,kJ,1418,850,BRC1035A,Nome não encontrado
Energia,kcal,339,203,BRC1035A,Nome não encontrado
Umidade,g,"35,8","21,5",BRC1035A,Nome não encontrado
Carboidrato total,g,"45,5","27,3",BRC1035A,Nome não encontrado
Carboidrato disponível,g,"40,3","24,2",BRC1035A,Nome não encontrado
Proteína,g,"4,46","2,67",BRC1035A,Nome não encontrado
Lipídios,g,"13,2","7,93",BRC1035A,Nome não encontrado
Fibra alimentar,g,"5,22","3,13",BRC1035A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1035A,Nome não encontrado
Cinzas,g,"0,95","0,57",BRC1035A,Nome não encontrado
Colesterol,mg,"11,5","6,90",BRC1035A,Nome não encontrado
Ácidos graxos saturados,g,"8,79","5,28",BRC1035A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,53","0,92",BRC1035A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,28","0,17",BRC1035A,Nome não encontrado
Ácidos graxos trans,g,"0,18","0,11",BRC1035A,Nome não encontrado
Cálcio,mg,"18,3","11,0",BRC1035A,Nome não encontrado
Ferro,mg,"6,89","4,13",BRC1035A,Nome não encontrado
Sódio,mg,"90,0","54,0",BRC1035A,Nome não encontrado
Magnésio,mg,"22,1","13,3",BRC1035A,Nome não encontrado
Fósforo,mg,"60,5","36,3",BRC1035A,Nome não encontrado
Potássio,mg,105,"63,3",BRC1035A,Nome não encontrado
Manganês,mg,"0,75","0,45",BRC1035A,Nome não encontrado
Zinco,mg,"2,44","1,46",BRC1035A,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC1035A,Nome não encontrado
Selênio,mcg,"2,86","1,72",BRC1035A,Nome não encontrado
Vitamina A (RE),mcg,211,126,BRC1035A,Nome não encontrado
Vitamina A (RAE),mcg,208,124,BRC1035A,Nome não encontrado
Vitamina D,mcg,"0,12","0,07",BRC1035A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,35",BRC1035A,Nome não encontrado
Tiamina,mg,traços,traços,BRC1035A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC1035A,Nome não encontrado
Niacina,mg,traços,traços,BRC1035A,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC1035A,Nome não encontrado
Vitamina B12,mcg,"0,07","0,04",BRC1035A,Nome não encontrado
Vitamina C,mg,"0,50","0,30",BRC1035A,Nome não encontrado
Equivalente de folato,mcg,"6,22","3,73",BRC1035A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1035A,Nome não encontrado
Açúcar de adição,g,"10,00","6,00",BRC1035A,Nome não encontrado
Gordura de adição,g,-,-,BRC1035A,Nome não encontrado
Proteína vegetal,g,-,-,BRC1035A,Nome não encontrado
Proteína animal,g,-,-,BRC1035A,Nome não encontrado
