componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),codigo_alimento,nome_alimento
Energia,kJ,484,290,217,BRC0520A,Nome não encontrado
Energia,kcal,116,69,52,BRC0520A,Nome não encontrado
Umidade,g,"72,3","43,4","32,5",BRC0520A,Nome não encontrado
Carboidrato total,g,"13,8","8,30","6,22",BRC0520A,Nome não encontrado
Carboidrato disponível,g,"12,9","7,73","5,80",BRC0520A,Nome não encontrado
Proteína,g,"9,81","5,88","4,41",BRC0520A,Nome não encontrado
Lipídios,g,"2,56","1,53","1,15",BRC0520A,Nome não encontrado
Fibra alimentar,g,"0,95","0,57","0,43",BRC0520A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0520A,Nome não encontrado
Cinzas,g,"1,49","0,90","0,67",BRC0520A,Nome não encontrado
Colesterol,mg,"83,7","50,2","37,7",BRC0520A,Nome não encontrado
Ácidos graxos saturados,g,"0,50","0,30","0,22",BRC0520A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51","0,31","0,23",BRC0520A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,21","0,73","0,54",BRC0520A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0520A,Nome não encontrado
Cálcio,mg,"23,8","14,3","10,7",BRC0520A,Nome não encontrado
Ferro,mg,"6,11","3,67","2,75",BRC0520A,Nome não encontrado
Sódio,mg,364,218,164,BRC0520A,Nome não encontrado
Magnésio,mg,"25,0","15,0","11,3",BRC0520A,Nome não encontrado
Fósforo,mg,"78,7","47,2","35,4",BRC0520A,Nome não encontrado
Potássio,mg,110,"66,3","49,7",BRC0520A,Nome não encontrado
Manganês,mg,"0,73","0,44","0,33",BRC0520A,Nome não encontrado
Zinco,mg,"1,11","0,67","0,50",BRC0520A,Nome não encontrado
Cobre,mg,"0,50","0,30","0,23",BRC0520A,Nome não encontrado
Selênio,mcg,"0,80","0,48","0,36",BRC0520A,Nome não encontrado
Vitamina A (RE),mcg,"6,05","3,63","2,72",BRC0520A,Nome não encontrado
Vitamina A (RAE),mcg,"7,04","4,23","3,17",BRC0520A,Nome não encontrado
Vitamina D,mcg,"0,01","0,01","0,01",BRC0520A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,30","0,22",BRC0520A,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0520A,Nome não encontrado
Riboflavina,mg,"0,04","0,02","0,02",BRC0520A,Nome não encontrado
Niacina,mg,"0,48","0,29","0,22",BRC0520A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0520A,Nome não encontrado
Vitamina B12,mcg,"1,75","1,05","0,79",BRC0520A,Nome não encontrado
Vitamina C,mg,"2,67","1,60","1,20",BRC0520A,Nome não encontrado
Equivalente de folato,mcg,"11,9","7,15","5,36",BRC0520A,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,21",BRC0520A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0520A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0520A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0520A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0520A,Nome não encontrado
