componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,76,15,BRC0022B,Nome não encontrado
Energia,kcal,18,3,BRC0022B,Nome não encontrado
Umidade,g,"94,6","18,9",BRC0022B,Nome não encontrado
Carboidrato total,g,"4,17","0,83",BRC0022B,Nome não encontrado
Carboidrato disponível,g,"2,77","0,55",BRC0022B,Nome não encontrado
Proteína,g,"0,89","0,18",BRC0022B,Nome não encontrado
Lipídios,g,"0,06","0,01",BRC0022B,Nome não encontrado
Fibra alimentar,g,"1,40","0,28",BRC0022B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0022B,Nome não encontrado
Cinzas,g,"0,25","0,05",BRC0022B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0022B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0022B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0022B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0022B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0022B,Nome não encontrado
Cálcio,mg,"11,0","2,20",BRC0022B,Nome não encontrado
Ferro,mg,"0,18","0,04",BRC0022B,Nome não encontrado
Sódio,mg,traços,traços,BRC0022B,Nome não encontrado
Magnésio,mg,"8,06","1,61",BRC0022B,Nome não encontrado
Fósforo,mg,"18,4","3,68",BRC0022B,Nome não encontrado
Potássio,mg,130,"26,2",BRC0022B,Nome não encontrado
Manganês,mg,"0,08","0,02",BRC0022B,Nome não encontrado
Zinco,mg,"0,15","0,03",BRC0022B,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0022B,Nome não encontrado
Selênio,mcg,"0,30","0,06",BRC0022B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0022B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0022B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0022B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,01",BRC0022B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0022B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0022B,Nome não encontrado
Niacina,mg,traços,traços,BRC0022B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0022B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0022B,Nome não encontrado
Vitamina C,mg,"11,0","2,20",BRC0022B,Nome não encontrado
Equivalente de folato,mcg,"87,2","17,4",BRC0022B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0022B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0022B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0022B,Nome não encontrado
Proteína vegetal,g,"0,89","0,18",BRC0022B,Nome não encontrado
Proteína animal,g,-,-,BRC0022B,Nome não encontrado
