componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,302,165,BRC0309N,Nome não encontrado
Energia,kcal,72,39,BRC0309N,Nome não encontrado
Umidade,g,"82,9","45,6",BRC0309N,Nome não encontrado
Carboidrato total,g,"10,5","5,75",BRC0309N,Nome não encontrado
Carboidrato disponível,g,"6,40","3,52",BRC0309N,Nome não encontrado
Proteína,g,"2,95","1,62",BRC0309N,Nome não encontrado
Lipídios,g,"2,98","1,64",BRC0309N,Nome não encontrado
Fibra alimentar,g,"4,06","2,23",BRC0309N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0309N,Nome não encontrado
Cinzas,g,"0,76","0,42",BRC0309N,Nome não encontrado
Colesterol,mg,"0,67","0,37",BRC0309N,Nome não encontrado
Ácidos graxos saturados,g,"0,46","0,25",BRC0309N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,68","0,92",BRC0309N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,42",BRC0309N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0309N,Nome não encontrado
Cálcio,mg,"18,0","9,87",BRC0309N,Nome não encontrado
Ferro,mg,"0,77","0,42",BRC0309N,Nome não encontrado
Sódio,mg,102,"56,2",BRC0309N,Nome não encontrado
Magnésio,mg,"24,9","13,7",BRC0309N,Nome não encontrado
Fósforo,mg,"56,5","31,1",BRC0309N,Nome não encontrado
Potássio,mg,208,114,BRC0309N,Nome não encontrado
Manganês,mg,"0,19","0,10",BRC0309N,Nome não encontrado
Zinco,mg,"0,44","0,24",BRC0309N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0309N,Nome não encontrado
Selênio,mcg,"0,28","0,15",BRC0309N,Nome não encontrado
Vitamina A (RE),mcg,130,"71,5",BRC0309N,Nome não encontrado
Vitamina A (RAE),mcg,"65,2","35,9",BRC0309N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0309N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,39","0,77",BRC0309N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0309N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0309N,Nome não encontrado
Niacina,mg,"0,23","0,13",BRC0309N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0309N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0309N,Nome não encontrado
Vitamina C,mg,"1,42","0,78",BRC0309N,Nome não encontrado
Equivalente de folato,mcg,"50,0","27,5",BRC0309N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0309N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0309N,Nome não encontrado
Gordura de adição,g,-,-,BRC0309N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0309N,Nome não encontrado
Proteína animal,g,-,-,BRC0309N,Nome não encontrado
