componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,316,173,BRC0632N,Nome não encontrado
Energia,kcal,76,41,BRC0632N,Nome não encontrado
Umidade,g,"82,0","45,1",BRC0632N,Nome não encontrado
Carboidrato total,g,"11,8","6,51",BRC0632N,Nome não encontrado
Carboidrato disponível,g,"7,39","4,06",BRC0632N,Nome não encontrado
Proteína,g,"2,65","1,46",BRC0632N,Nome não encontrado
Lipídios,g,"2,97","1,63",BRC0632N,Nome não encontrado
Fibra alimentar,g,"4,45","2,44",BRC0632N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0632N,Nome não encontrado
Cinzas,g,"0,55","0,30",BRC0632N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0632N,Nome não encontrado
Ácidos graxos saturados,g,"0,45","0,24",BRC0632N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,66","0,91",BRC0632N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,42",BRC0632N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0632N,Nome não encontrado
Cálcio,mg,"21,4","11,8",BRC0632N,Nome não encontrado
Ferro,mg,"0,76","0,42",BRC0632N,Nome não encontrado
Sódio,mg,"2,94","1,62",BRC0632N,Nome não encontrado
Magnésio,mg,"26,4","14,5",BRC0632N,Nome não encontrado
Fósforo,mg,"55,2","30,4",BRC0632N,Nome não encontrado
Potássio,mg,240,132,BRC0632N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0632N,Nome não encontrado
Zinco,mg,"0,44","0,24",BRC0632N,Nome não encontrado
Cobre,mg,"0,11","0,06",BRC0632N,Nome não encontrado
Selênio,mcg,"0,24","0,13",BRC0632N,Nome não encontrado
Vitamina A (RE),mcg,380,209,BRC0632N,Nome não encontrado
Vitamina A (RAE),mcg,190,104,BRC0632N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0632N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,69","0,93",BRC0632N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0632N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0632N,Nome não encontrado
Niacina,mg,"0,82","0,45",BRC0632N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0632N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0632N,Nome não encontrado
Vitamina C,mg,"3,66","2,01",BRC0632N,Nome não encontrado
Equivalente de folato,mcg,"49,3","27,1",BRC0632N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0632N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0632N,Nome não encontrado
Gordura de adição,g,-,-,BRC0632N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0632N,Nome não encontrado
Proteína animal,g,-,-,BRC0632N,Nome não encontrado
