componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,646,355,BRC0671N,Nome não encontrado
Energia,kcal,153,84,BRC0671N,Nome não encontrado
Umidade,g,"61,6","33,9",BRC0671N,Nome não encontrado
Carboidrato total,g,"29,4","16,2",BRC0671N,Nome não encontrado
Carboidrato disponível,g,"24,8","13,6",BRC0671N,Nome não encontrado
Proteína,g,"5,36","2,95",BRC0671N,Nome não encontrado
Lipídios,g,"2,78","1,53",BRC0671N,Nome não encontrado
Fibra alimentar,g,"4,60","2,53",BRC0671N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0671N,Nome não encontrado
Cinzas,g,"0,76","0,42",BRC0671N,Nome não encontrado
Colesterol,mg,"0,15","0,08",BRC0671N,Nome não encontrado
Ácidos graxos saturados,g,"0,49","0,27",BRC0671N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,04","0,57",BRC0671N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,99","0,54",BRC0671N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0671N,Nome não encontrado
Cálcio,mg,"17,3","9,53",BRC0671N,Nome não encontrado
Ferro,mg,"7,50","4,12",BRC0671N,Nome não encontrado
Sódio,mg,"1,55","0,85",BRC0671N,Nome não encontrado
Magnésio,mg,"40,7","22,4",BRC0671N,Nome não encontrado
Fósforo,mg,"59,4","32,7",BRC0671N,Nome não encontrado
Potássio,mg,158,"87,0",BRC0671N,Nome não encontrado
Manganês,mg,"58,4","32,1",BRC0671N,Nome não encontrado
Zinco,mg,"0,87","0,48",BRC0671N,Nome não encontrado
Cobre,mg,"0,18","0,10",BRC0671N,Nome não encontrado
Selênio,mcg,"0,23","0,13",BRC0671N,Nome não encontrado
Vitamina A (RE),mcg,"10,7","5,91",BRC0671N,Nome não encontrado
Vitamina A (RAE),mcg,"51,5","28,3",BRC0671N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0671N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,01",BRC0671N,Nome não encontrado
Tiamina,mg,"0,20","0,11",BRC0671N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0671N,Nome não encontrado
Niacina,mg,"1,43","0,79",BRC0671N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0671N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0671N,Nome não encontrado
Vitamina C,mg,"3,10","1,71",BRC0671N,Nome não encontrado
Equivalente de folato,mcg,"32,1","17,7",BRC0671N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0671N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0671N,Nome não encontrado
Gordura de adição,g,-,-,BRC0671N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0671N,Nome não encontrado
Proteína animal,g,-,-,BRC0671N,Nome não encontrado
