componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,568,312,BRC0564N,Nome não encontrado
Energia,kcal,135,74,BRC0564N,Nome não encontrado
Umidade,g,"71,7","39,5",BRC0564N,Nome não encontrado
Carboidrato total,g,"8,70","4,79",BRC0564N,Nome não encontrado
Carboidrato disponível,g,"7,68","4,22",BRC0564N,Nome não encontrado
Proteína,g,"12,8","7,05",BRC0564N,Nome não encontrado
Lipídios,g,"5,71","3,14",BRC0564N,Nome não encontrado
Fibra alimentar,g,"1,02","0,56",BRC0564N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0564N,Nome não encontrado
Cinzas,g,"1,05","0,57",BRC0564N,Nome não encontrado
Colesterol,mg,241,132,BRC0564N,Nome não encontrado
Ácidos graxos saturados,g,"2,23","1,23",BRC0564N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,37","0,76",BRC0564N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,66","0,91",BRC0564N,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0564N,Nome não encontrado
Cálcio,mg,"5,51","3,03",BRC0564N,Nome não encontrado
Ferro,mg,"2,47","1,36",BRC0564N,Nome não encontrado
Sódio,mg,"34,0","18,7",BRC0564N,Nome não encontrado
Magnésio,mg,"9,77","5,37",BRC0564N,Nome não encontrado
Fósforo,mg,181,"99,6",BRC0564N,Nome não encontrado
Potássio,mg,207,113,BRC0564N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0564N,Nome não encontrado
Zinco,mg,"1,73","0,95",BRC0564N,Nome não encontrado
Cobre,mg,"5,08","2,80",BRC0564N,Nome não encontrado
Selênio,mcg,"0,19","0,11",BRC0564N,Nome não encontrado
Vitamina A (RE),mcg,5850,3218,BRC0564N,Nome não encontrado
Vitamina A (RAE),mcg,5840,3212,BRC0564N,Nome não encontrado
Vitamina D,mcg,"0,83","0,45",BRC0564N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,54","0,30",BRC0564N,Nome não encontrado
Tiamina,mg,"0,13","0,07",BRC0564N,Nome não encontrado
Riboflavina,mg,"1,08","0,59",BRC0564N,Nome não encontrado
Niacina,mg,"4,81","2,64",BRC0564N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0564N,Nome não encontrado
Vitamina B12,mcg,"30,9","17,0",BRC0564N,Nome não encontrado
Vitamina C,mg,"1,03","0,57",BRC0564N,Nome não encontrado
Equivalente de folato,mcg,115,"63,5",BRC0564N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0564N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0564N,Nome não encontrado
Gordura de adição,g,-,-,BRC0564N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0564N,Nome não encontrado
Proteína animal,g,-,-,BRC0564N,Nome não encontrado
