componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,413,227,BRC0284N,Nome não encontrado
Energia,kcal,99,54,BRC0284N,Nome não encontrado
Umidade,g,"79,2","43,6",BRC0284N,Nome não encontrado
Carboidrato total,g,"6,80","3,74",BRC0284N,Nome não encontrado
Carboidrato disponível,g,"5,80","3,19",BRC0284N,Nome não encontrado
Proteína,g,"8,71","4,79",BRC0284N,Nome não encontrado
Lipídios,g,"4,29","2,36",BRC0284N,Nome não encontrado
Fibra alimentar,g,"1,00","0,55",BRC0284N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0284N,Nome não encontrado
Cinzas,g,"0,96","0,53",BRC0284N,Nome não encontrado
Colesterol,mg,"25,2","13,9",BRC0284N,Nome não encontrado
Ácidos graxos saturados,g,"0,71","0,39",BRC0284N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,63","1,45",BRC0284N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,69","0,38",BRC0284N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0284N,Nome não encontrado
Cálcio,mg,"11,1","6,10",BRC0284N,Nome não encontrado
Ferro,mg,"0,20","0,11",BRC0284N,Nome não encontrado
Sódio,mg,131,"72,6",BRC0284N,Nome não encontrado
Magnésio,mg,"13,7","7,52",BRC0284N,Nome não encontrado
Fósforo,mg,"69,3","38,1",BRC0284N,Nome não encontrado
Potássio,mg,177,"97,4",BRC0284N,Nome não encontrado
Manganês,mg,"0,02","0,01",BRC0284N,Nome não encontrado
Zinco,mg,"0,22","0,12",BRC0284N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0284N,Nome não encontrado
Selênio,mcg,"14,7","8,08",BRC0284N,Nome não encontrado
Vitamina A (RE),mcg,"22,3","12,2",BRC0284N,Nome não encontrado
Vitamina A (RAE),mcg,"11,9","6,57",BRC0284N,Nome não encontrado
Vitamina D,mcg,"2,13","1,17",BRC0284N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73","0,40",BRC0284N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0284N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0284N,Nome não encontrado
Niacina,mg,"0,29","0,16",BRC0284N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0284N,Nome não encontrado
Vitamina B12,mcg,"0,92","0,51",BRC0284N,Nome não encontrado
Vitamina C,mg,"0,27","0,15",BRC0284N,Nome não encontrado
Equivalente de folato,mcg,"9,42","5,18",BRC0284N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0284N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0284N,Nome não encontrado
Gordura de adição,g,-,-,BRC0284N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0284N,Nome não encontrado
Proteína animal,g,-,-,BRC0284N,Nome não encontrado
