componente,unidade,Valor por 100g,Colher servir cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,1524,609,BRC0117A,Nome não encontrado
Energia,kcal,359,143,BRC0117A,Nome não encontrado
Umidade,g,"10,4","4,16",BRC0117A,Nome não encontrado
Carboidrato total,g,"77,3","30,9",BRC0117A,Nome não encontrado
Carboidrato disponível,g,"74,7","29,9",BRC0117A,Nome não encontrado
Proteína,g,"10,2","4,06",BRC0117A,Nome não encontrado
Lipídios,g,"1,64","0,65",BRC0117A,Nome não encontrado
Fibra alimentar,g,"2,61","1,04",BRC0117A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0117A,Nome não encontrado
Cinzas,g,"0,52","0,21",BRC0117A,Nome não encontrado
Colesterol,mg,"8,78","3,51",BRC0117A,Nome não encontrado
Ácidos graxos saturados,g,"0,45","0,18",BRC0117A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,31","0,13",BRC0117A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,63","0,25",BRC0117A,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,03",BRC0117A,Nome não encontrado
Cálcio,mg,"18,4","7,35",BRC0117A,Nome não encontrado
Ferro,mg,"4,50","1,80",BRC0117A,Nome não encontrado
Sódio,mg,"11,0","4,38",BRC0117A,Nome não encontrado
Magnésio,mg,"13,8","5,54",BRC0117A,Nome não encontrado
Fósforo,mg,109,"43,7",BRC0117A,Nome não encontrado
Potássio,mg,140,"56,2",BRC0117A,Nome não encontrado
Manganês,mg,"0,46","0,19",BRC0117A,Nome não encontrado
Zinco,mg,"0,96","0,38",BRC0117A,Nome não encontrado
Cobre,mg,"0,14","0,06",BRC0117A,Nome não encontrado
Selênio,mcg,"5,10","2,04",BRC0117A,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0117A,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0117A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0117A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12","0,05",BRC0117A,Nome não encontrado
Tiamina,mg,"0,14","0,06",BRC0117A,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0117A,Nome não encontrado
Niacina,mg,"3,97","1,59",BRC0117A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0117A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0117A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0117A,Nome não encontrado
Equivalente de folato,mcg,180,"72,0",BRC0117A,Nome não encontrado
Sal de adição,g,,,BRC0117A,Nome não encontrado
Açúcar de adição,g,,,BRC0117A,Nome não encontrado
Gordura de adição,g,,,BRC0117A,Nome não encontrado
Proteína vegetal,g,,,BRC0117A,Nome não encontrado
Proteína animal,g,,,BRC0117A,Nome não encontrado
