componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,1500,300,BRC0019J,Nome não encontrado
Energia,kcal,362,72,BRC0019J,Nome não encontrado
Umidade,g,"46,1","9,22",BRC0019J,Nome não encontrado
Carboidrato total,g,"5,72","1,14",BRC0019J,Nome não encontrado
Carboidrato disponível,g,"5,72","1,14",BRC0019J,Nome não encontrado
Proteína,g,"15,7","3,14",BRC0019J,Nome não encontrado
Lipídios,g,"30,7","6,14",BRC0019J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0019J,Nome não encontrado
Álcool,g,,,BRC0019J,Nome não encontrado
Cinzas,g,"1,77","0,35",BRC0019J,Nome não encontrado
Colesterol,mg,1970,394,BRC0019J,Nome não encontrado
Ácidos graxos saturados,g,"8,20","1,64",BRC0019J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"14,5","2,91",BRC0019J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,73","0,55",BRC0019J,Nome não encontrado
Ácidos graxos trans,g,,,BRC0019J,Nome não encontrado
Cálcio,mg,118,"23,7",BRC0019J,Nome não encontrado
Ferro,mg,"7,11","1,42",BRC0019J,Nome não encontrado
Sódio,mg,269,"54,0",BRC0019J,Nome não encontrado
Magnésio,mg,"31,4","6,28",BRC0019J,Nome não encontrado
Fósforo,mg,406,"81,3",BRC0019J,Nome não encontrado
Potássio,mg,410,"82,0",BRC0019J,Nome não encontrado
Manganês,mg,,,BRC0019J,Nome não encontrado
Zinco,mg,"2,61","0,52",BRC0019J,Nome não encontrado
Cobre,mg,,,BRC0019J,Nome não encontrado
Selênio,mcg,,,BRC0019J,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0019J,Nome não encontrado
Vitamina A (RAE),mcg,432,"86,5",BRC0019J,Nome não encontrado
Vitamina D,mcg,"3,79","0,76",BRC0019J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,99","0,60",BRC0019J,Nome não encontrado
Tiamina,mg,"0,29","0,06",BRC0019J,Nome não encontrado
Riboflavina,mg,"0,75","0,15",BRC0019J,Nome não encontrado
Niacina,mg,"0,37","0,07",BRC0019J,Nome não encontrado
Vitamina B6,mg,"0,46","0,09",BRC0019J,Nome não encontrado
Vitamina B12,mcg,"9,98","2,00",BRC0019J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0019J,Nome não encontrado
Equivalente de folato,mcg,147,"29,6",BRC0019J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0019J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0019J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0019J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0019J,Nome não encontrado
Proteína animal,g,"15,7","3,14",BRC0019J,Nome não encontrado
