componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,69,48,BRC0926B,Nome não encontrado
Energia,kcal,16,11,BRC0926B,Nome não encontrado
Umidade,g,"94,9","66,4",BRC0926B,Nome não encontrado
Carboidrato total,g,"3,29","2,30",BRC0926B,Nome não encontrado
Carboidrato disponível,g,"2,39","1,67",BRC0926B,Nome não encontrado
Proteína,g,"1,09","0,76",BRC0926B,Nome não encontrado
Lipídios,g,"0,08","0,06",BRC0926B,Nome não encontrado
Fibra alimentar,g,"0,90","0,63",BRC0926B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0926B,Nome não encontrado
Cinzas,g,"0,65","0,45",BRC0926B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0926B,Nome não encontrado
Ácidos graxos saturados,g,"0,07","0,05",BRC0926B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01",BRC0926B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0926B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0926B,Nome não encontrado
Cálcio,mg,"37,0","25,9",BRC0926B,Nome não encontrado
Ferro,mg,"0,88","0,61",BRC0926B,Nome não encontrado
Sódio,mg,133,"93,7",BRC0926B,Nome não encontrado
Magnésio,mg,"24,9","17,4",BRC0926B,Nome não encontrado
Fósforo,mg,"33,9","23,7",BRC0926B,Nome não encontrado
Potássio,mg,105,"74,0",BRC0926B,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0926B,Nome não encontrado
Zinco,mg,"0,10","0,07",BRC0926B,Nome não encontrado
Cobre,mg,"0,10","0,07",BRC0926B,Nome não encontrado
Selênio,mcg,"0,70","0,49",BRC0926B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0926B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0926B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0926B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,03",BRC0926B,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0926B,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0926B,Nome não encontrado
Niacina,mg,"0,31","0,22",BRC0926B,Nome não encontrado
Vitamina B6,mg,"0,05","0,04",BRC0926B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0926B,Nome não encontrado
Vitamina C,mg,"4,98","3,49",BRC0926B,Nome não encontrado
Equivalente de folato,mcg,"40,9","28,6",BRC0926B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0926B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0926B,Nome não encontrado
Gordura de adição,g,-,-,BRC0926B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0926B,Nome não encontrado
Proteína animal,g,-,-,BRC0926B,Nome não encontrado
