componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,738,812,BRC0704F,Nome não encontrado
Energia,kcal,176,193,BRC0704F,Nome não encontrado
Umidade,g,"62,2","68,4",BRC0704F,Nome não encontrado
Carboidrato total,g,"1,34","1,47",BRC0704F,Nome não encontrado
Carboidrato disponível,g,"0,83","0,91",BRC0704F,Nome não encontrado
Proteína,g,"28,9","31,8",BRC0704F,Nome não encontrado
Lipídios,g,"6,17","6,79",BRC0704F,Nome não encontrado
Fibra alimentar,g,"0,51","0,56",BRC0704F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0704F,Nome não encontrado
Cinzas,g,"1,43","1,58",BRC0704F,Nome não encontrado
Colesterol,mg,"82,5","90,7",BRC0704F,Nome não encontrado
Ácidos graxos saturados,g,"2,24","2,46",BRC0704F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,56","2,82",BRC0704F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,18","1,30",BRC0704F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0704F,Nome não encontrado
Cálcio,mg,"17,9","19,7",BRC0704F,Nome não encontrado
Ferro,mg,"0,46","0,51",BRC0704F,Nome não encontrado
Sódio,mg,111,123,BRC0704F,Nome não encontrado
Magnésio,mg,"17,7","19,5",BRC0704F,Nome não encontrado
Fósforo,mg,198,218,BRC0704F,Nome não encontrado
Potássio,mg,310,341,BRC0704F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0704F,Nome não encontrado
Zinco,mg,"1,46","1,60",BRC0704F,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0704F,Nome não encontrado
Selênio,mcg,"7,95","8,75",BRC0704F,Nome não encontrado
Vitamina A (RE),mcg,"27,3","30,1",BRC0704F,Nome não encontrado
Vitamina A (RAE),mcg,"13,7","15,0",BRC0704F,Nome não encontrado
Vitamina D,mcg,"0,38","0,42",BRC0704F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,45",BRC0704F,Nome não encontrado
Tiamina,mg,"0,62","0,68",BRC0704F,Nome não encontrado
Riboflavina,mg,"0,06","0,06",BRC0704F,Nome não encontrado
Niacina,mg,"9,95","10,9",BRC0704F,Nome não encontrado
Vitamina B6,mg,"0,10","0,11",BRC0704F,Nome não encontrado
Vitamina B12,mcg,"0,45","0,49",BRC0704F,Nome não encontrado
Vitamina C,mg,"4,07","4,48",BRC0704F,Nome não encontrado
Equivalente de folato,mcg,"4,20","4,62",BRC0704F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0704F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0704F,Nome não encontrado
Gordura de adição,g,-,-,BRC0704F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0704F,Nome não encontrado
Proteína animal,g,-,-,BRC0704F,Nome não encontrado
