componente,unidade,Valor por 100g,Colher sopa cheia (10 g),codigo_alimento,nome_alimento
Energia,kJ,110,11,BRC0110B,Nome não encontrado
Energia,kcal,26,2,BRC0110B,Nome não encontrado
Umidade,g,"91,7","9,17",BRC0110B,Nome não encontrado
Carboidrato total,g,"4,60","0,46",BRC0110B,Nome não encontrado
Carboidrato disponível,g,"2,68","0,27",BRC0110B,Nome não encontrado
Proteína,g,"2,14","0,21",BRC0110B,Nome não encontrado
Lipídios,g,"0,36","0,04",BRC0110B,Nome não encontrado
Fibra alimentar,g,"1,93","0,19",BRC0110B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0110B,Nome não encontrado
Cinzas,g,"1,17","0,12",BRC0110B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0110B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,00",BRC0110B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0110B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,01",BRC0110B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0110B,Nome não encontrado
Cálcio,mg,153,"15,3",BRC0110B,Nome não encontrado
Ferro,mg,"2,22","0,22",BRC0110B,Nome não encontrado
Sódio,mg,"2,17","0,22",BRC0110B,Nome não encontrado
Magnésio,mg,"23,9","2,39",BRC0110B,Nome não encontrado
Fósforo,mg,"42,8","4,28",BRC0110B,Nome não encontrado
Potássio,mg,526,"52,7",BRC0110B,Nome não encontrado
Manganês,mg,"1,18","0,12",BRC0110B,Nome não encontrado
Zinco,mg,"0,92","0,09",BRC0110B,Nome não encontrado
Cobre,mg,"0,14","0,01",BRC0110B,Nome não encontrado
Selênio,mcg,"0,37","0,04",BRC0110B,Nome não encontrado
Vitamina A (RE),mcg,384,"38,5",BRC0110B,Nome não encontrado
Vitamina A (RAE),mcg,192,"19,2",BRC0110B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0110B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,05",BRC0110B,Nome não encontrado
Tiamina,mg,"0,07","0,01",BRC0110B,Nome não encontrado
Riboflavina,mg,"0,11","0,01",BRC0110B,Nome não encontrado
Niacina,mg,"0,82","0,08",BRC0110B,Nome não encontrado
Vitamina B6,mg,"0,29","0,03",BRC0110B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0110B,Nome não encontrado
Vitamina C,mg,"25,7","2,57",BRC0110B,Nome não encontrado
Equivalente de folato,mcg,"72,2","7,22",BRC0110B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0110B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0110B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0110B,Nome não encontrado
Proteína vegetal,g,"2,14","0,21",BRC0110B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0110B,Nome não encontrado
