componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,462,254,BRC0254N,Nome não encontrado
Energia,kcal,110,60,BRC0254N,Nome não encontrado
Umidade,g,"75,4","41,5",BRC0254N,Nome não encontrado
Carboidrato total,g,"7,03","3,87",BRC0254N,Nome não encontrado
Carboidrato disponível,g,"6,32","3,48",BRC0254N,Nome não encontrado
Proteína,g,"13,2","7,27",BRC0254N,Nome não encontrado
Lipídios,g,"3,36","1,85",BRC0254N,Nome não encontrado
Fibra alimentar,g,"0,71","0,39",BRC0254N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0254N,Nome não encontrado
Cinzas,g,"0,96","0,53",BRC0254N,Nome não encontrado
Colesterol,mg,"36,1","19,9",BRC0254N,Nome não encontrado
Ácidos graxos saturados,g,"0,76","0,42",BRC0254N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,93","1,06",BRC0254N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,48","0,27",BRC0254N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0254N,Nome não encontrado
Cálcio,mg,"8,23","4,53",BRC0254N,Nome não encontrado
Ferro,mg,"0,32","0,17",BRC0254N,Nome não encontrado
Sódio,mg,115,"63,6",BRC0254N,Nome não encontrado
Magnésio,mg,"8,82","4,85",BRC0254N,Nome não encontrado
Fósforo,mg,103,"57,1",BRC0254N,Nome não encontrado
Potássio,mg,194,107,BRC0254N,Nome não encontrado
Manganês,mg,"0,08","0,05",BRC0254N,Nome não encontrado
Zinco,mg,"0,53","0,29",BRC0254N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0254N,Nome não encontrado
Selênio,mcg,"4,86","2,67",BRC0254N,Nome não encontrado
Vitamina A (RE),mcg,"20,2","11,1",BRC0254N,Nome não encontrado
Vitamina A (RAE),mcg,"10,3","5,67",BRC0254N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0254N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,27","0,15",BRC0254N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0254N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0254N,Nome não encontrado
Niacina,mg,"3,82","2,10",BRC0254N,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0254N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0254N,Nome não encontrado
Vitamina C,mg,"6,17","3,40",BRC0254N,Nome não encontrado
Equivalente de folato,mcg,"5,54","3,05",BRC0254N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0254N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0254N,Nome não encontrado
Gordura de adição,g,-,-,BRC0254N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0254N,Nome não encontrado
Proteína animal,g,-,-,BRC0254N,Nome não encontrado
