componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,203,111,BRC0420N,Nome não encontrado
Energia,kcal,48,26,BRC0420N,Nome não encontrado
Umidade,g,"88,1","48,4",BRC0420N,Nome não encontrado
Carboidrato total,g,"7,86","4,32",BRC0420N,Nome não encontrado
Carboidrato disponível,g,"6,20","3,41",BRC0420N,Nome não encontrado
Proteína,g,"2,23","1,23",BRC0420N,Nome não encontrado
Lipídios,g,"1,25","0,69",BRC0420N,Nome não encontrado
Fibra alimentar,g,"1,66","0,91",BRC0420N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0420N,Nome não encontrado
Cinzas,g,"0,60","0,33",BRC0420N,Nome não encontrado
Colesterol,mg,"4,41","2,42",BRC0420N,Nome não encontrado
Ácidos graxos saturados,g,"0,61","0,34",BRC0420N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,32","0,18",BRC0420N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,11",BRC0420N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0420N,Nome não encontrado
Cálcio,mg,"63,7","35,0",BRC0420N,Nome não encontrado
Ferro,mg,"0,33","0,18",BRC0420N,Nome não encontrado
Sódio,mg,"21,1","11,6",BRC0420N,Nome não encontrado
Magnésio,mg,"12,5","6,87",BRC0420N,Nome não encontrado
Fósforo,mg,"47,2","25,9",BRC0420N,Nome não encontrado
Potássio,mg,117,"64,7",BRC0420N,Nome não encontrado
Manganês,mg,"0,18","0,10",BRC0420N,Nome não encontrado
Zinco,mg,"0,29","0,16",BRC0420N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0420N,Nome não encontrado
Selênio,mcg,"0,78","0,43",BRC0420N,Nome não encontrado
Vitamina A (RE),mcg,"15,8","8,70",BRC0420N,Nome não encontrado
Vitamina A (RAE),mcg,"17,4","9,58",BRC0420N,Nome não encontrado
Vitamina D,mcg,"0,03","0,02",BRC0420N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,26",BRC0420N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0420N,Nome não encontrado
Riboflavina,mg,"0,13","0,07",BRC0420N,Nome não encontrado
Niacina,mg,"0,23","0,12",BRC0420N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0420N,Nome não encontrado
Vitamina B12,mcg,"0,15","0,08",BRC0420N,Nome não encontrado
Vitamina C,mg,"18,7","10,3",BRC0420N,Nome não encontrado
Equivalente de folato,mcg,"13,0","7,13",BRC0420N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0420N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0420N,Nome não encontrado
Gordura de adição,g,-,-,BRC0420N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0420N,Nome não encontrado
Proteína animal,g,-,-,BRC0420N,Nome não encontrado
