componente,unidade,Valor por 100g,Colher sopa cheia (31 g),Colher sopa rasa (21 g),codigo_alimento,nome_alimento
Energia,kJ,0,0,0,BRC0018L,Nome não encontrado
Energia,kcal,0,0,0,BRC0018L,Nome não encontrado
Umidade,g,"0,41","0,13","0,09",BRC0018L,Nome não encontrado
Carboidrato total,g,,,,BRC0018L,Nome não encontrado
Carboidrato disponível,g,,,,BRC0018L,Nome não encontrado
Proteína,g,,,,BRC0018L,Nome não encontrado
Lipídios,g,,,,BRC0018L,Nome não encontrado
Fibra alimentar,g,,,,BRC0018L,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Cinzas,g,,,,BRC0018L,Nome não encontrado
Colesterol,mg,,,,BRC0018L,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0018L,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0018L,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0018L,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0018L,Nome não encontrado
Cálcio,mg,"23,9","7,42","5,03",BRC0018L,Nome não encontrado
Ferro,mg,"0,33","0,10","0,07",BRC0018L,Nome não encontrado
Sódio,mg,39943,12382,8388,BRC0018L,Nome não encontrado
Magnésio,mg,"1,00","0,31","0,21",BRC0018L,Nome não encontrado
Fósforo,mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Potássio,mg,"5,99","1,86","1,26",BRC0018L,Nome não encontrado
Manganês,mg,,,,BRC0018L,Nome não encontrado
Zinco,mg,"0,10","0,03","0,02",BRC0018L,Nome não encontrado
Cobre,mg,,,,BRC0018L,Nome não encontrado
Selênio,mcg,,,,BRC0018L,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0018L,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0018L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Sal de adição,g,"100,0","31,0","21,0",BRC0018L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0018L,Nome não encontrado
Proteína vegetal,g,,,,BRC0018L,Nome não encontrado
Proteína animal,g,,,,BRC0018L,Nome não encontrado
