componente,unidade,Valor por 100g,Colher servir cheia (50 g),codigo_alimento,nome_alimento
Energia,kJ,322,161,BRC0826B,Nome não encontrado
Energia,kcal,77,38,BRC0826B,Nome não encontrado
Umidade,g,"83,0","41,5",BRC0826B,Nome não encontrado
Carboidrato total,g,"10,4","5,21",BRC0826B,Nome não encontrado
Carboidrato disponível,g,"8,11","4,05",BRC0826B,Nome não encontrado
Proteína,g,"2,03","1,01",BRC0826B,Nome não encontrado
Lipídios,g,"3,55","1,77",BRC0826B,Nome não encontrado
Fibra alimentar,g,"2,32","1,16",BRC0826B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0826B,Nome não encontrado
Cinzas,g,"0,95","0,47",BRC0826B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0826B,Nome não encontrado
Ácidos graxos saturados,g,"0,54","0,27",BRC0826B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,44","1,22",BRC0826B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,23",BRC0826B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0826B,Nome não encontrado
Cálcio,mg,"24,3","12,1",BRC0826B,Nome não encontrado
Ferro,mg,"0,85","0,43",BRC0826B,Nome não encontrado
Sódio,mg,131,"65,6",BRC0826B,Nome não encontrado
Magnésio,mg,"24,4","12,2",BRC0826B,Nome não encontrado
Fósforo,mg,"45,7","22,8",BRC0826B,Nome não encontrado
Potássio,mg,187,"93,8",BRC0826B,Nome não encontrado
Manganês,mg,"0,17","0,09",BRC0826B,Nome não encontrado
Zinco,mg,"0,38","0,19",BRC0826B,Nome não encontrado
Cobre,mg,"0,05","0,02",BRC0826B,Nome não encontrado
Selênio,mcg,"0,11","0,06",BRC0826B,Nome não encontrado
Vitamina A (RE),mcg,"76,4","38,2",BRC0826B,Nome não encontrado
Vitamina A (RAE),mcg,"42,8","21,4",BRC0826B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0826B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,75","0,38",BRC0826B,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0826B,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0826B,Nome não encontrado
Niacina,mg,"0,57","0,29",BRC0826B,Nome não encontrado
Vitamina B6,mg,"0,09","0,05",BRC0826B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0826B,Nome não encontrado
Vitamina C,mg,"9,16","4,58",BRC0826B,Nome não encontrado
Equivalente de folato,mcg,"19,3","9,65",BRC0826B,Nome não encontrado
Sal de adição,g,"0,32","0,16",BRC0826B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0826B,Nome não encontrado
Gordura de adição,g,-,-,BRC0826B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0826B,Nome não encontrado
Proteína animal,g,-,-,BRC0826B,Nome não encontrado
