componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,74,18,BRC0029B,Nome não encontrado
Energia,kcal,18,4,BRC0029B,Nome não encontrado
Umidade,g,"93,8","23,5",BRC0029B,Nome não encontrado
Carboidrato total,g,"4,45","1,11",BRC0029B,Nome não encontrado
Carboidrato disponível,g,"1,71","0,43",BRC0029B,Nome não encontrado
Proteína,g,"0,90","0,23",BRC0029B,Nome não encontrado
Lipídios,g,"0,22","0,06",BRC0029B,Nome não encontrado
Fibra alimentar,g,"2,74","0,68",BRC0029B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0029B,Nome não encontrado
Cinzas,g,"0,61","0,15",BRC0029B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0029B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01",BRC0029B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0029B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0029B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0029B,Nome não encontrado
Cálcio,mg,"38,4","9,60",BRC0029B,Nome não encontrado
Ferro,mg,"0,59","0,15",BRC0029B,Nome não encontrado
Sódio,mg,"22,9","5,73",BRC0029B,Nome não encontrado
Magnésio,mg,"9,50","2,38",BRC0029B,Nome não encontrado
Fósforo,mg,"31,2","7,80",BRC0029B,Nome não encontrado
Potássio,mg,163,"41,0",BRC0029B,Nome não encontrado
Manganês,mg,"0,09","0,02",BRC0029B,Nome não encontrado
Zinco,mg,"0,17","0,04",BRC0029B,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0029B,Nome não encontrado
Selênio,mcg,"0,10","0,03",BRC0029B,Nome não encontrado
Vitamina A (RE),mcg,"5,50","1,38",BRC0029B,Nome não encontrado
Vitamina A (RAE),mcg,"2,75","0,69",BRC0029B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0029B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,01",BRC0029B,Nome não encontrado
Tiamina,mg,"0,07","0,02",BRC0029B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0029B,Nome não encontrado
Niacina,mg,traços,traços,BRC0029B,Nome não encontrado
Vitamina B6,mg,"0,05","0,01",BRC0029B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0029B,Nome não encontrado
Vitamina C,mg,"12,0","3,01",BRC0029B,Nome não encontrado
Equivalente de folato,mcg,"7,00","1,75",BRC0029B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0029B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0029B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0029B,Nome não encontrado
Proteína vegetal,g,"1,74","0,44",BRC0029B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0029B,Nome não encontrado
