componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,526,289,210,BRC0719A,Nome não encontrado
Energia,kcal,125,68,49,BRC0719A,Nome não encontrado
Umidade,g,"70,4","38,7","28,1",BRC0719A,Nome não encontrado
Carboidrato total,g,"24,0","13,2","9,61",BRC0719A,Nome não encontrado
Carboidrato disponível,g,"22,1","12,2","8,85",BRC0719A,Nome não encontrado
Proteína,g,"2,58","1,42","1,03",BRC0719A,Nome não encontrado
Lipídios,g,"2,46","1,35","0,98",BRC0719A,Nome não encontrado
Fibra alimentar,g,"1,90","1,05","0,76",BRC0719A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Cinzas,g,"0,57","0,31","0,23",BRC0719A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Ácidos graxos saturados,g,"0,43","0,24","0,17",BRC0719A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,53","0,29","0,21",BRC0719A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,30","0,72","0,52",BRC0719A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0719A,Nome não encontrado
Cálcio,mg,"5,14","2,83","2,06",BRC0719A,Nome não encontrado
Ferro,mg,"1,55","0,85","0,62",BRC0719A,Nome não encontrado
Sódio,mg,"1,29","0,71","0,52",BRC0719A,Nome não encontrado
Magnésio,mg,"18,6","10,2","7,45",BRC0719A,Nome não encontrado
Fósforo,mg,"20,5","11,3","8,21",BRC0719A,Nome não encontrado
Potássio,mg,"39,1","21,5","15,6",BRC0719A,Nome não encontrado
Manganês,mg,"0,76","0,42","0,30",BRC0719A,Nome não encontrado
Zinco,mg,"0,40","0,22","0,16",BRC0719A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0719A,Nome não encontrado
Selênio,mcg,"1,26","0,69","0,50",BRC0719A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,16","0,12",BRC0719A,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0719A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0719A,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0719A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0719A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Vitamina C,mg,"0,79","0,43","0,31",BRC0719A,Nome não encontrado
Equivalente de folato,mcg,"2,72","1,49","1,09",BRC0719A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0719A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0719A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0719A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0719A,Nome não encontrado
