componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,473,260,BRC0493N,Nome não encontrado
Energia,kcal,113,62,BRC0493N,Nome não encontrado
Umidade,g,"76,8","42,3",BRC0493N,Nome não encontrado
Carboidrato total,g,"3,58","1,97",BRC0493N,Nome não encontrado
Carboidrato disponível,g,"2,75","1,51",BRC0493N,Nome não encontrado
Proteína,g,"14,0","7,70",BRC0493N,Nome não encontrado
Lipídios,g,"4,90","2,70",BRC0493N,Nome não encontrado
Fibra alimentar,g,"0,83","0,46",BRC0493N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0493N,Nome não encontrado
Cinzas,g,"0,70","0,38",BRC0493N,Nome não encontrado
Colesterol,mg,"47,2","26,0",BRC0493N,Nome não encontrado
Ácidos graxos saturados,g,"1,48","0,81",BRC0493N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,66","1,46",BRC0493N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,39","0,22",BRC0493N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,02",BRC0493N,Nome não encontrado
Cálcio,mg,"6,45","3,55",BRC0493N,Nome não encontrado
Ferro,mg,"1,24","0,68",BRC0493N,Nome não encontrado
Sódio,mg,"23,5","12,9",BRC0493N,Nome não encontrado
Magnésio,mg,"14,0","7,71",BRC0493N,Nome não encontrado
Fósforo,mg,119,"65,9",BRC0493N,Nome não encontrado
Potássio,mg,218,119,BRC0493N,Nome não encontrado
Manganês,mg,"0,08","0,04",BRC0493N,Nome não encontrado
Zinco,mg,"3,09","1,70",BRC0493N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0493N,Nome não encontrado
Selênio,mcg,"0,38","0,21",BRC0493N,Nome não encontrado
Vitamina A (RE),mcg,127,"70,2",BRC0493N,Nome não encontrado
Vitamina A (RAE),mcg,"64,0","35,2",BRC0493N,Nome não encontrado
Vitamina D,mcg,,,BRC0493N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,68","0,93",BRC0493N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0493N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0493N,Nome não encontrado
Niacina,mg,"1,20","0,66",BRC0493N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0493N,Nome não encontrado
Vitamina B12,mcg,"1,55","0,85",BRC0493N,Nome não encontrado
Vitamina C,mg,"2,72","1,49",BRC0493N,Nome não encontrado
Equivalente de folato,mcg,"10,5","5,78",BRC0493N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0493N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0493N,Nome não encontrado
Gordura de adição,g,-,-,BRC0493N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0493N,Nome não encontrado
Proteína animal,g,-,-,BRC0493N,Nome não encontrado
