componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,249,136,BRC0634N,Nome não encontrado
Energia,kcal,59,32,BRC0634N,Nome não encontrado
Umidade,g,"83,5","45,9",BRC0634N,Nome não encontrado
Carboidrato total,g,"12,1","6,68",BRC0634N,Nome não encontrado
Carboidrato disponível,g,"7,56","4,16",BRC0634N,Nome não encontrado
Proteína,g,"2,75","1,51",BRC0634N,Nome não encontrado
Lipídios,g,"1,00","0,55",BRC0634N,Nome não encontrado
Fibra alimentar,g,"4,58","2,52",BRC0634N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0634N,Nome não encontrado
Cinzas,g,"0,57","0,31",BRC0634N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0634N,Nome não encontrado
Ácidos graxos saturados,g,"0,15","0,08",BRC0634N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,21","0,11",BRC0634N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,56","0,31",BRC0634N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0634N,Nome não encontrado
Cálcio,mg,"21,9","12,1",BRC0634N,Nome não encontrado
Ferro,mg,"0,78","0,43",BRC0634N,Nome não encontrado
Sódio,mg,"2,94","1,61",BRC0634N,Nome não encontrado
Magnésio,mg,"27,3","15,0",BRC0634N,Nome não encontrado
Fósforo,mg,"57,0","31,4",BRC0634N,Nome não encontrado
Potássio,mg,246,135,BRC0634N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0634N,Nome não encontrado
Zinco,mg,"0,46","0,25",BRC0634N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0634N,Nome não encontrado
Selênio,mcg,"0,24","0,13",BRC0634N,Nome não encontrado
Vitamina A (RE),mcg,380,209,BRC0634N,Nome não encontrado
Vitamina A (RAE),mcg,190,104,BRC0634N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0634N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,64","0,90",BRC0634N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0634N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0634N,Nome não encontrado
Niacina,mg,"0,82","0,45",BRC0634N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0634N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0634N,Nome não encontrado
Vitamina C,mg,"3,67","2,02",BRC0634N,Nome não encontrado
Equivalente de folato,mcg,"51,2","28,2",BRC0634N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0634N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0634N,Nome não encontrado
Gordura de adição,g,-,-,BRC0634N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0634N,Nome não encontrado
Proteína animal,g,-,-,BRC0634N,Nome não encontrado
