componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,491,270,BRC0264N,Nome não encontrado
Energia,kcal,116,63,BRC0264N,Nome não encontrado
Umidade,g,"70,3","38,7",BRC0264N,Nome não encontrado
Carboidrato total,g,"12,9","7,11",BRC0264N,Nome não encontrado
Carboidrato disponível,g,"11,4","6,29",BRC0264N,Nome não encontrado
Proteína,g,"13,7","7,55",BRC0264N,Nome não encontrado
Lipídios,g,"1,40","0,77",BRC0264N,Nome não encontrado
Fibra alimentar,g,"1,50","0,82",BRC0264N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0264N,Nome não encontrado
Cinzas,g,"1,66","0,91",BRC0264N,Nome não encontrado
Colesterol,mg,"36,1","19,9",BRC0264N,Nome não encontrado
Ácidos graxos saturados,g,"0,49","0,27",BRC0264N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,25",BRC0264N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,28","0,15",BRC0264N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0264N,Nome não encontrado
Cálcio,mg,"17,4","9,58",BRC0264N,Nome não encontrado
Ferro,mg,"0,34","0,19",BRC0264N,Nome não encontrado
Sódio,mg,118,"65,4",BRC0264N,Nome não encontrado
Magnésio,mg,"17,6","9,69",BRC0264N,Nome não encontrado
Fósforo,mg,111,"61,1",BRC0264N,Nome não encontrado
Potássio,mg,265,146,BRC0264N,Nome não encontrado
Manganês,mg,"0,09","0,05",BRC0264N,Nome não encontrado
Zinco,mg,"0,49","0,27",BRC0264N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0264N,Nome não encontrado
Selênio,mcg,"5,13","2,82",BRC0264N,Nome não encontrado
Vitamina A (RE),mcg,293,161,BRC0264N,Nome não encontrado
Vitamina A (RAE),mcg,147,"80,9",BRC0264N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0264N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,68","0,37",BRC0264N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0264N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0264N,Nome não encontrado
Niacina,mg,"3,12","1,72",BRC0264N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0264N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0264N,Nome não encontrado
Vitamina C,mg,"6,39","3,51",BRC0264N,Nome não encontrado
Equivalente de folato,mcg,"8,53","4,69",BRC0264N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0264N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0264N,Nome não encontrado
Gordura de adição,g,-,-,BRC0264N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0264N,Nome não encontrado
Proteína animal,g,-,-,BRC0264N,Nome não encontrado
