componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,526,220,157,BRC1092B,Nome não encontrado
Energia,kcal,125,52,37,BRC1092B,Nome não encontrado
Umidade,g,"72,2","30,3","21,7",BRC1092B,Nome não encontrado
Carboidrato total,g,"19,4","8,15","5,82",BRC1092B,Nome não encontrado
Carboidrato disponível,g,"17,8","7,50","5,35",BRC1092B,Nome não encontrado
Proteína,g,"2,39","1,00","0,72",BRC1092B,Nome não encontrado
Lipídios,g,"4,58","1,92","1,37",BRC1092B,Nome não encontrado
Fibra alimentar,g,"1,55","0,65","0,46",BRC1092B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Cinzas,g,"1,46","0,61","0,44",BRC1092B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Ácidos graxos saturados,g,"0,73","0,30","0,22",BRC1092B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,06","0,45","0,32",BRC1092B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,72","1,14","0,82",BRC1092B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC1092B,Nome não encontrado
Cálcio,mg,"4,54","1,91","1,36",BRC1092B,Nome não encontrado
Ferro,mg,"0,48","0,20","0,15",BRC1092B,Nome não encontrado
Sódio,mg,187,"78,8","56,3",BRC1092B,Nome não encontrado
Magnésio,mg,"17,6","7,39","5,28",BRC1092B,Nome não encontrado
Fósforo,mg,"51,5","21,6","15,4",BRC1092B,Nome não encontrado
Potássio,mg,522,219,156,BRC1092B,Nome não encontrado
Manganês,mg,"0,13","0,05","0,04",BRC1092B,Nome não encontrado
Zinco,mg,"0,32","0,13","0,10",BRC1092B,Nome não encontrado
Cobre,mg,"0,14","0,06","0,04",BRC1092B,Nome não encontrado
Selênio,mcg,"0,35","0,15","0,11",BRC1092B,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,traços,BRC1092B,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,traços,BRC1092B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,04","0,03",BRC1092B,Nome não encontrado
Tiamina,mg,"0,10","0,04","0,03",BRC1092B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Vitamina B6,mg,"0,18","0,08","0,05",BRC1092B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Vitamina C,mg,"33,2","13,9","9,96",BRC1092B,Nome não encontrado
Equivalente de folato,mcg,"14,9","6,26","4,47",BRC1092B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC1092B,Nome não encontrado
Açúcar de adição,g,"0,47","0,20","0,14",BRC1092B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1092B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1092B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1092B,Nome não encontrado
