componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,461,253,BRC0410N,Nome não encontrado
Energia,kcal,110,60,BRC0410N,Nome não encontrado
Umidade,g,"77,0","42,3",BRC0410N,Nome não encontrado
Carboidrato total,g,"4,54","2,50",BRC0410N,Nome não encontrado
Carboidrato disponível,g,"3,31","1,82",BRC0410N,Nome não encontrado
Proteína,g,"13,1","7,21",BRC0410N,Nome não encontrado
Lipídios,g,"4,65","2,56",BRC0410N,Nome não encontrado
Fibra alimentar,g,"1,23","0,68",BRC0410N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0410N,Nome não encontrado
Cinzas,g,"0,72","0,39",BRC0410N,Nome não encontrado
Colesterol,mg,"44,0","24,2",BRC0410N,Nome não encontrado
Ácidos graxos saturados,g,"1,39","0,76",BRC0410N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,55","1,40",BRC0410N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,37","0,20",BRC0410N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0410N,Nome não encontrado
Cálcio,mg,"9,60","5,28",BRC0410N,Nome não encontrado
Ferro,mg,"1,19","0,65",BRC0410N,Nome não encontrado
Sódio,mg,"23,7","13,0",BRC0410N,Nome não encontrado
Magnésio,mg,"14,9","8,17",BRC0410N,Nome não encontrado
Fósforo,mg,114,"62,9",BRC0410N,Nome não encontrado
Potássio,mg,291,160,BRC0410N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0410N,Nome não encontrado
Zinco,mg,"2,94","1,62",BRC0410N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0410N,Nome não encontrado
Selênio,mcg,"0,16","0,09",BRC0410N,Nome não encontrado
Vitamina A (RE),mcg,264,145,BRC0410N,Nome não encontrado
Vitamina A (RAE),mcg,132,"72,7",BRC0410N,Nome não encontrado
Vitamina D,mcg,,,BRC0410N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","0,33",BRC0410N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0410N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0410N,Nome não encontrado
Niacina,mg,"1,75","0,96",BRC0410N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0410N,Nome não encontrado
Vitamina B12,mcg,"1,47","0,81",BRC0410N,Nome não encontrado
Vitamina C,mg,"0,91","0,50",BRC0410N,Nome não encontrado
Equivalente de folato,mcg,"9,27","5,10",BRC0410N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0410N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0410N,Nome não encontrado
Gordura de adição,g,-,-,BRC0410N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0410N,Nome não encontrado
Proteína animal,g,-,-,BRC0410N,Nome não encontrado
