componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,490,269,195,BRC0521A,Nome não encontrado
Energia,kcal,118,64,47,BRC0521A,Nome não encontrado
Umidade,g,"72,1","39,6","28,8",BRC0521A,Nome não encontrado
Carboidrato total,g,"15,8","8,70","6,33",BRC0521A,Nome não encontrado
Carboidrato disponível,g,"14,7","8,06","5,86",BRC0521A,Nome não encontrado
Proteína,g,"8,70","4,78","3,48",BRC0521A,Nome não encontrado
Lipídios,g,"2,45","1,35","0,98",BRC0521A,Nome não encontrado
Fibra alimentar,g,"1,16","0,64","0,46",BRC0521A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0521A,Nome não encontrado
Cinzas,g,"0,98","0,54","0,39",BRC0521A,Nome não encontrado
Colesterol,mg,"68,1","37,4","27,2",BRC0521A,Nome não encontrado
Ácidos graxos saturados,g,"0,48","0,26","0,19",BRC0521A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,50","0,28","0,20",BRC0521A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,17","0,65","0,47",BRC0521A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0521A,Nome não encontrado
Cálcio,mg,"22,7","12,5","9,07",BRC0521A,Nome não encontrado
Ferro,mg,"5,69","3,13","2,28",BRC0521A,Nome não encontrado
Sódio,mg,164,"90,4","65,8",BRC0521A,Nome não encontrado
Magnésio,mg,"24,2","13,3","9,68",BRC0521A,Nome não encontrado
Fósforo,mg,"77,5","42,6","31,0",BRC0521A,Nome não encontrado
Potássio,mg,102,"56,6","41,2",BRC0521A,Nome não encontrado
Manganês,mg,"0,26","0,14","0,10",BRC0521A,Nome não encontrado
Zinco,mg,"1,05","0,58","0,42",BRC0521A,Nome não encontrado
Cobre,mg,"0,49","0,27","0,19",BRC0521A,Nome não encontrado
Selênio,mcg,"0,93","0,51","0,37",BRC0521A,Nome não encontrado
Vitamina A (RE),mcg,"5,96","3,28","2,38",BRC0521A,Nome não encontrado
Vitamina A (RAE),mcg,"6,71","3,69","2,68",BRC0521A,Nome não encontrado
Vitamina D,mcg,"0,01","0,01","0,00",BRC0521A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,48","0,27","0,19",BRC0521A,Nome não encontrado
Tiamina,mg,"0,04","0,02","0,02",BRC0521A,Nome não encontrado
Riboflavina,mg,"0,03","0,02","0,01",BRC0521A,Nome não encontrado
Niacina,mg,"0,38","0,21","0,15",BRC0521A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0521A,Nome não encontrado
Vitamina B12,mcg,"1,63","0,89","0,65",BRC0521A,Nome não encontrado
Vitamina C,mg,"2,72","1,50","1,09",BRC0521A,Nome não encontrado
Equivalente de folato,mcg,"13,1","7,18","5,22",BRC0521A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0521A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0521A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0521A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0521A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0521A,Nome não encontrado
