componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,246,36,BRC0197B,Nome não encontrado
Energia,kcal,59,8,BRC0197B,Nome não encontrado
Umidade,g,"87,1","13,1",BRC0197B,Nome não encontrado
Carboidrato total,g,"8,15","1,22",BRC0197B,Nome não encontrado
Carboidrato disponível,g,"6,42","0,96",BRC0197B,Nome não encontrado
Proteína,g,"1,49","0,22",BRC0197B,Nome não encontrado
Lipídios,g,"2,63","0,39",BRC0197B,Nome não encontrado
Fibra alimentar,g,"1,73","0,26",BRC0197B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0197B,Nome não encontrado
Cinzas,g,"0,52","0,08",BRC0197B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0197B,Nome não encontrado
Ácidos graxos saturados,g,"0,42","0,06",BRC0197B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,91","0,29",BRC0197B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,26","0,04",BRC0197B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0197B,Nome não encontrado
Cálcio,mg,"16,7","2,51",BRC0197B,Nome não encontrado
Ferro,mg,"0,31","0,05",BRC0197B,Nome não encontrado
Sódio,mg,"1,42","0,21",BRC0197B,Nome não encontrado
Magnésio,mg,"10,9","1,63",BRC0197B,Nome não encontrado
Fósforo,mg,"33,9","5,09",BRC0197B,Nome não encontrado
Potássio,mg,181,"27,3",BRC0197B,Nome não encontrado
Manganês,mg,"0,19","0,03",BRC0197B,Nome não encontrado
Zinco,mg,"0,29","0,04",BRC0197B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0197B,Nome não encontrado
Selênio,mcg,"0,08","0,01",BRC0197B,Nome não encontrado
Vitamina A (RE),mcg,"30,6","4,59",BRC0197B,Nome não encontrado
Vitamina A (RAE),mcg,"15,3","2,29",BRC0197B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0197B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,08",BRC0197B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0197B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0197B,Nome não encontrado
Niacina,mg,"0,02","0,00",BRC0197B,Nome não encontrado
Vitamina B6,mg,"0,12","0,02",BRC0197B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0197B,Nome não encontrado
Vitamina C,mg,"5,75","0,86",BRC0197B,Nome não encontrado
Equivalente de folato,mcg,"15,9","2,39",BRC0197B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0197B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0197B,Nome não encontrado
Gordura de adição,g,-,-,BRC0197B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0197B,Nome não encontrado
Proteína animal,g,-,-,BRC0197B,Nome não encontrado
