componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,432,237,BRC0116N,Nome não encontrado
Energia,kcal,103,56,BRC0116N,Nome não encontrado
Umidade,g,"77,3","42,5",BRC0116N,Nome não encontrado
Carboidrato total,g,"5,17","2,84",BRC0116N,Nome não encontrado
Carboidrato disponível,g,"4,39","2,42",BRC0116N,Nome não encontrado
Proteína,g,"12,6","6,95",BRC0116N,Nome não encontrado
Lipídios,g,"3,68","2,03",BRC0116N,Nome não encontrado
Fibra alimentar,g,"0,77","0,42",BRC0116N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0116N,Nome não encontrado
Cinzas,g,"1,23","0,68",BRC0116N,Nome não encontrado
Colesterol,mg,241,132,BRC0116N,Nome não encontrado
Ácidos graxos saturados,g,"1,89","1,04",BRC0116N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,89","0,49",BRC0116N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,26",BRC0116N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0116N,Nome não encontrado
Cálcio,mg,"7,57","4,16",BRC0116N,Nome não encontrado
Ferro,mg,"2,41","1,32",BRC0116N,Nome não encontrado
Sódio,mg,134,"74,0",BRC0116N,Nome não encontrado
Magnésio,mg,"7,42","4,08",BRC0116N,Nome não encontrado
Fósforo,mg,179,"98,9",BRC0116N,Nome não encontrado
Potássio,mg,220,121,BRC0116N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0116N,Nome não encontrado
Zinco,mg,"1,66","0,91",BRC0116N,Nome não encontrado
Cobre,mg,"5,05","2,78",BRC0116N,Nome não encontrado
Selênio,mcg,"0,20","0,11",BRC0116N,Nome não encontrado
Vitamina A (RE),mcg,5961,3278,BRC0116N,Nome não encontrado
Vitamina A (RAE),mcg,5895,3242,BRC0116N,Nome não encontrado
Vitamina D,mcg,"0,82","0,45",BRC0116N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57","0,31",BRC0116N,Nome não encontrado
Tiamina,mg,"0,10","0,06",BRC0116N,Nome não encontrado
Riboflavina,mg,"1,08","0,59",BRC0116N,Nome não encontrado
Niacina,mg,"5,16","2,84",BRC0116N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0116N,Nome não encontrado
Vitamina B12,mcg,"30,9","17,0",BRC0116N,Nome não encontrado
Vitamina C,mg,"1,78","0,98",BRC0116N,Nome não encontrado
Equivalente de folato,mcg,114,"62,8",BRC0116N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0116N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0116N,Nome não encontrado
Gordura de adição,g,-,-,BRC0116N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0116N,Nome não encontrado
Proteína animal,g,-,-,BRC0116N,Nome não encontrado
