componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,524,262,BRC0012J,Nome não encontrado
Energia,kcal,126,62,BRC0012J,Nome não encontrado
Umidade,g,"78,6","39,3",BRC0012J,Nome não encontrado
Carboidrato total,g,"2,77","1,39",BRC0012J,Nome não encontrado
Carboidrato disponível,g,"2,77","1,39",BRC0012J,Nome não encontrado
Proteína,g,"9,04","4,52",BRC0012J,Nome não encontrado
Lipídios,g,"8,74","4,37",BRC0012J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0012J,Nome não encontrado
Álcool,g,,traços,BRC0012J,Nome não encontrado
Cinzas,g,"0,82","0,41",BRC0012J,Nome não encontrado
Colesterol,mg,349,174,BRC0012J,Nome não encontrado
Ácidos graxos saturados,g,"2,55","1,28",BRC0012J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,54","1,77",BRC0012J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,18","0,59",BRC0012J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0012J,Nome não encontrado
Cálcio,mg,"36,8","18,4",BRC0012J,Nome não encontrado
Ferro,mg,"1,37","0,68",BRC0012J,Nome não encontrado
Sódio,mg,147,"73,5",BRC0012J,Nome não encontrado
Magnésio,mg,"11,1","5,54",BRC0012J,Nome não encontrado
Fósforo,mg,143,"72,0",BRC0012J,Nome não encontrado
Potássio,mg,131,"65,7",BRC0012J,Nome não encontrado
Manganês,mg,traços,traços,BRC0012J,Nome não encontrado
Zinco,mg,"0,95","0,47",BRC0012J,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0012J,Nome não encontrado
Selênio,mcg,,traços,BRC0012J,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0012J,Nome não encontrado
Vitamina A (RAE),mcg,,traços,BRC0012J,Nome não encontrado
Vitamina D,mcg,"1,84","0,92",BRC0012J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,97","0,48",BRC0012J,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0012J,Nome não encontrado
Riboflavina,mg,"0,51","0,25",BRC0012J,Nome não encontrado
Niacina,mg,"0,66","0,33",BRC0012J,Nome não encontrado
Vitamina B6,mg,"0,15","0,08",BRC0012J,Nome não encontrado
Vitamina B12,mcg,"0,80","0,40",BRC0012J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0012J,Nome não encontrado
Equivalente de folato,mcg,"42,1","21,1",BRC0012J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0012J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0012J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0012J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0012J,Nome não encontrado
Proteína animal,g,"9,04","4,52",BRC0012J,Nome não encontrado
