componente,unidade,Valor por 100g,Colher sopa rasa (20 g),codigo_alimento,nome_alimento
Energia,kJ,128,25,BRC1137B,Nome não encontrado
Energia,kcal,31,6,BRC1137B,Nome não encontrado
Umidade,g,"90,3","18,1",BRC1137B,Nome não encontrado
Carboidrato total,g,"6,42","1,28",BRC1137B,Nome não encontrado
Carboidrato disponível,g,"2,74","0,55",BRC1137B,Nome não encontrado
Proteína,g,"2,12","0,42",BRC1137B,Nome não encontrado
Lipídios,g,"0,43","0,09",BRC1137B,Nome não encontrado
Fibra alimentar,g,"3,68","0,74",BRC1137B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1137B,Nome não encontrado
Cinzas,g,"0,77","0,15",BRC1137B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1137B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01",BRC1137B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,01",BRC1137B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC1137B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC1137B,Nome não encontrado
Cálcio,mg,"9,36","1,87",BRC1137B,Nome não encontrado
Ferro,mg,"5,99","1,20",BRC1137B,Nome não encontrado
Sódio,mg,"13,9","2,78",BRC1137B,Nome não encontrado
Magnésio,mg,117,"23,5",BRC1137B,Nome não encontrado
Fósforo,mg,957,191,BRC1137B,Nome não encontrado
Potássio,mg,2511,502,BRC1137B,Nome não encontrado
Manganês,mg,"2,06","0,41",BRC1137B,Nome não encontrado
Zinco,mg,"7,43","1,49",BRC1137B,Nome não encontrado
Cobre,mg,"1,31","0,26",BRC1137B,Nome não encontrado
Selênio,mcg,"5,47","1,09",BRC1137B,Nome não encontrado
Vitamina A (RE),mcg,"16,6","3,32",BRC1137B,Nome não encontrado
Vitamina A (RAE),mcg,"8,38","1,68",BRC1137B,Nome não encontrado
Vitamina D,mcg,"0,70","0,14",BRC1137B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,traços,traços,BRC1137B,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC1137B,Nome não encontrado
Riboflavina,mg,"0,54","0,11",BRC1137B,Nome não encontrado
Niacina,mg,"2,65","0,53",BRC1137B,Nome não encontrado
Vitamina B6,mg,"0,30","0,06",BRC1137B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1137B,Nome não encontrado
Vitamina C,mg,"0,84","0,17",BRC1137B,Nome não encontrado
Equivalente de folato,mcg,"22,9","4,58",BRC1137B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1137B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1137B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC1137B,Nome não encontrado
Proteína vegetal,g,"2,06","0,41",BRC1137B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC1137B,Nome não encontrado
