componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,99,89,BRC0515B,Nome não encontrado
Energia,kcal,24,21,BRC0515B,Nome não encontrado
Umidade,g,"92,8","83,5",BRC0515B,Nome não encontrado
Carboidrato total,g,"5,71","5,14",BRC0515B,Nome não encontrado
Carboidrato disponível,g,"3,57","3,21",BRC0515B,Nome não encontrado
Proteína,g,"0,89","0,80",BRC0515B,Nome não encontrado
Lipídios,g,"0,18","0,16",BRC0515B,Nome não encontrado
Fibra alimentar,g,"2,14","1,93",BRC0515B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0515B,Nome não encontrado
Cinzas,g,"0,43","0,38",BRC0515B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0515B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01",BRC0515B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0515B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,06",BRC0515B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0515B,Nome não encontrado
Cálcio,mg,"15,9","14,3",BRC0515B,Nome não encontrado
Ferro,mg,"0,18","0,16",BRC0515B,Nome não encontrado
Sódio,mg,"3,84","3,46",BRC0515B,Nome não encontrado
Magnésio,mg,"10,1","9,12",BRC0515B,Nome não encontrado
Fósforo,mg,"23,7","21,4",BRC0515B,Nome não encontrado
Potássio,mg,218,196,BRC0515B,Nome não encontrado
Manganês,mg,"0,06","0,05",BRC0515B,Nome não encontrado
Zinco,mg,"0,16","0,14",BRC0515B,Nome não encontrado
Cobre,mg,"0,02","0,02",BRC0515B,Nome não encontrado
Selênio,mcg,"0,23","0,21",BRC0515B,Nome não encontrado
Vitamina A (RE),mcg,471,424,BRC0515B,Nome não encontrado
Vitamina A (RAE),mcg,235,212,BRC0515B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0515B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,72",BRC0515B,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0515B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0515B,Nome não encontrado
Niacina,mg,"1,25","1,12",BRC0515B,Nome não encontrado
Vitamina B6,mg,"0,07","0,06",BRC0515B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0515B,Nome não encontrado
Vitamina C,mg,"1,39","1,25",BRC0515B,Nome não encontrado
Equivalente de folato,mcg,"11,3","10,2",BRC0515B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0515B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0515B,Nome não encontrado
Gordura de adição,g,-,-,BRC0515B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0515B,Nome não encontrado
Proteína animal,g,-,-,BRC0515B,Nome não encontrado
