componente,unidade,Valor por 100g,Colher sopa cheia (15 g),Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,137,20,13,BRC0199B,Nome não encontrado
Energia,kcal,33,4,3,BRC0199B,Nome não encontrado
Umidade,g,"91,4","13,7","9,14",BRC0199B,Nome não encontrado
Carboidrato total,g,"5,31","0,80","0,53",BRC0199B,Nome não encontrado
Carboidrato disponível,g,"2,32","0,35","0,23",BRC0199B,Nome não encontrado
Proteína,g,"1,39","0,21","0,14",BRC0199B,Nome não encontrado
Lipídios,g,"1,35","0,20","0,13",BRC0199B,Nome não encontrado
Fibra alimentar,g,"2,99","0,45","0,30",BRC0199B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0199B,Nome não encontrado
Cinzas,g,"0,54","0,08","0,05",BRC0199B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0199B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,03","0,02",BRC0199B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,04","0,03",BRC0199B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,74","0,11","0,07",BRC0199B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0199B,Nome não encontrado
Cálcio,mg,"59,8","8,97","5,98",BRC0199B,Nome não encontrado
Ferro,mg,"0,27","0,04","0,03",BRC0199B,Nome não encontrado
Sódio,mg,"0,70","0,11","0,07",BRC0199B,Nome não encontrado
Magnésio,mg,"32,7","4,90","3,27",BRC0199B,Nome não encontrado
Fósforo,mg,"41,9","6,28","4,19",BRC0199B,Nome não encontrado
Potássio,mg,185,"27,8","18,5",BRC0199B,Nome não encontrado
Manganês,mg,"0,33","0,05","0,03",BRC0199B,Nome não encontrado
Zinco,mg,"0,38","0,06","0,04",BRC0199B,Nome não encontrado
Cobre,mg,"0,12","0,02","0,01",BRC0199B,Nome não encontrado
Selênio,mcg,"0,24","0,04","0,02",BRC0199B,Nome não encontrado
Vitamina A (RE),mcg,"32,6","4,88","3,26",BRC0199B,Nome não encontrado
Vitamina A (RAE),mcg,"16,3","2,44","1,63",BRC0199B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0199B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,05","0,04",BRC0199B,Nome não encontrado
Tiamina,mg,"0,07","0,01","0,01",BRC0199B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0199B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0199B,Nome não encontrado
Vitamina B6,mg,"0,03","0,00","0,00",BRC0199B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0199B,Nome não encontrado
Vitamina C,mg,"3,51","0,53","0,35",BRC0199B,Nome não encontrado
Equivalente de folato,mcg,"26,7","4,00","2,67",BRC0199B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0199B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0199B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0199B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0199B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0199B,Nome não encontrado
