componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,470,94,BRC0118T,Nome não encontrado
Energia,kcal,112,22,BRC0118T,Nome não encontrado
Umidade,g,"67,7","13,5",BRC0118T,Nome não encontrado
Carboidrato total,g,"22,9","4,58",BRC0118T,Nome não encontrado
Carboidrato disponível,g,"14,2","2,84",BRC0118T,Nome não encontrado
Proteína,g,"7,47","1,49",BRC0118T,Nome não encontrado
Lipídios,g,"0,88","0,18",BRC0118T,Nome não encontrado
Fibra alimentar,g,"8,73","1,75",BRC0118T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0118T,Nome não encontrado
Cinzas,g,"1,07","0,21",BRC0118T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0118T,Nome não encontrado
Ácidos graxos saturados,g,"0,26","0,05",BRC0118T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,01",BRC0118T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,33","0,07",BRC0118T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0118T,Nome não encontrado
Cálcio,mg,"31,4","6,28",BRC0118T,Nome não encontrado
Ferro,mg,"1,74","0,35",BRC0118T,Nome não encontrado
Sódio,mg,"2,86","0,57",BRC0118T,Nome não encontrado
Magnésio,mg,"56,0","11,2",BRC0118T,Nome não encontrado
Fósforo,mg,133,"26,6",BRC0118T,Nome não encontrado
Potássio,mg,323,"64,6",BRC0118T,Nome não encontrado
Manganês,mg,"0,51","0,10",BRC0118T,Nome não encontrado
Zinco,mg,"1,24","0,25",BRC0118T,Nome não encontrado
Cobre,mg,"0,18","0,04",BRC0118T,Nome não encontrado
Selênio,mcg,"3,30","0,66",BRC0118T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0118T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0118T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0118T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,05",BRC0118T,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0118T,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0118T,Nome não encontrado
Niacina,mg,traços,traços,BRC0118T,Nome não encontrado
Vitamina B6,mg,"0,07","0,01",BRC0118T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0118T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0118T,Nome não encontrado
Equivalente de folato,mcg,116,"23,2",BRC0118T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0118T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0118T,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0118T,Nome não encontrado
Proteína vegetal,g,"7,47","1,49",BRC0118T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0118T,Nome não encontrado
