componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,921,921,BRC0047J,Nome não encontrado
Energia,kcal,221,221,BRC0047J,Nome não encontrado
Umidade,g,"60,2","60,2",BRC0047J,Nome não encontrado
Carboidrato total,g,"14,3","14,3",BRC0047J,Nome não encontrado
Carboidrato disponível,g,"13,5","13,5",BRC0047J,Nome não encontrado
Proteína,g,"10,1","10,1",BRC0047J,Nome não encontrado
Lipídios,g,"13,9","13,9",BRC0047J,Nome não encontrado
Fibra alimentar,g,"0,77","0,77",BRC0047J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0047J,Nome não encontrado
Cinzas,g,"1,51","1,51",BRC0047J,Nome não encontrado
Colesterol,mg,242,242,BRC0047J,Nome não encontrado
Ácidos graxos saturados,g,"6,22","6,22",BRC0047J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,33","4,33",BRC0047J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,05","1,05",BRC0047J,Nome não encontrado
Ácidos graxos trans,g,"0,29","0,29",BRC0047J,Nome não encontrado
Cálcio,mg,"56,0","56,0",BRC0047J,Nome não encontrado
Ferro,mg,"1,75","1,75",BRC0047J,Nome não encontrado
Sódio,mg,455,455,BRC0047J,Nome não encontrado
Magnésio,mg,"22,0","22,0",BRC0047J,Nome não encontrado
Fósforo,mg,173,173,BRC0047J,Nome não encontrado
Potássio,mg,181,181,BRC0047J,Nome não encontrado
Manganês,mg,"0,45","0,45",BRC0047J,Nome não encontrado
Zinco,mg,"1,26","1,26",BRC0047J,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0047J,Nome não encontrado
Selênio,mcg,"10,8","10,8",BRC0047J,Nome não encontrado
Vitamina A (RE),mcg,170,170,BRC0047J,Nome não encontrado
Vitamina A (RAE),mcg,163,163,BRC0047J,Nome não encontrado
Vitamina D,mcg,"1,15","1,15",BRC0047J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,09","1,09",BRC0047J,Nome não encontrado
Tiamina,mg,"0,15","0,15",BRC0047J,Nome não encontrado
Riboflavina,mg,"0,15","0,15",BRC0047J,Nome não encontrado
Niacina,mg,"0,60","0,60",BRC0047J,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0047J,Nome não encontrado
Vitamina B12,mcg,"0,57","0,57",BRC0047J,Nome não encontrado
Vitamina C,mg,"1,57","1,57",BRC0047J,Nome não encontrado
Equivalente de folato,mcg,"59,3","59,3",BRC0047J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0047J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0047J,Nome não encontrado
Gordura de adição,g,-,-,BRC0047J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0047J,Nome não encontrado
Proteína animal,g,-,-,BRC0047J,Nome não encontrado
