componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,373,205,BRC0154N,Nome não encontrado
Energia,kcal,71,38,BRC0154N,Nome não encontrado
Umidade,g,"80,6","44,3",BRC0154N,Nome não encontrado
Carboidrato total,g,"3,42","1,88",BRC0154N,Nome não encontrado
Carboidrato disponível,g,"2,51","1,38",BRC0154N,Nome não encontrado
Proteína,g,"12,0","6,61",BRC0154N,Nome não encontrado
Lipídios,g,"3,20","1,76",BRC0154N,Nome não encontrado
Fibra alimentar,g,"0,90","0,50",BRC0154N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0154N,Nome não encontrado
Cinzas,g,"0,77","0,42",BRC0154N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0154N,Nome não encontrado
Ácidos graxos saturados,g,"0,73","0,40",BRC0154N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,87","0,48",BRC0154N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,43","0,78",BRC0154N,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0154N,Nome não encontrado
Cálcio,mg,"10,7","5,90",BRC0154N,Nome não encontrado
Ferro,mg,"0,25","0,14",BRC0154N,Nome não encontrado
Sódio,mg,"50,9","28,0",BRC0154N,Nome não encontrado
Magnésio,mg,"13,4","7,36",BRC0154N,Nome não encontrado
Fósforo,mg,"99,0","54,5",BRC0154N,Nome não encontrado
Potássio,mg,199,109,BRC0154N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0154N,Nome não encontrado
Zinco,mg,"0,43","0,24",BRC0154N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0154N,Nome não encontrado
Selênio,mcg,"4,21","2,31",BRC0154N,Nome não encontrado
Vitamina A (RE),mcg,"28,8","15,9",BRC0154N,Nome não encontrado
Vitamina A (RAE),mcg,"14,6","8,04",BRC0154N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0154N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,11",BRC0154N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0154N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0154N,Nome não encontrado
Niacina,mg,"2,74","1,51",BRC0154N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0154N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0154N,Nome não encontrado
Vitamina C,mg,"2,48","1,37",BRC0154N,Nome não encontrado
Equivalente de folato,mcg,"11,1","6,11",BRC0154N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0154N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0154N,Nome não encontrado
Gordura de adição,g,-,-,BRC0154N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0154N,Nome não encontrado
Proteína animal,g,-,-,BRC0154N,Nome não encontrado
