componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,205,41,BRC0191B,Nome não encontrado
Energia,kcal,49,9,BRC0191B,Nome não encontrado
Umidade,g,"89,5","17,9",BRC0191B,Nome não encontrado
Carboidrato total,g,"4,91","0,98",BRC0191B,Nome não encontrado
Carboidrato disponível,g,"2,32","0,46",BRC0191B,Nome não encontrado
Proteína,g,"2,16","0,43",BRC0191B,Nome não encontrado
Lipídios,g,"2,92","0,58",BRC0191B,Nome não encontrado
Fibra alimentar,g,"2,60","0,52",BRC0191B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0191B,Nome não encontrado
Cinzas,g,"0,54","0,11",BRC0191B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0191B,Nome não encontrado
Ácidos graxos saturados,g,"0,46","0,09",BRC0191B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","0,38",BRC0191B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,08",BRC0191B,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,02",BRC0191B,Nome não encontrado
Cálcio,mg,"46,7","9,34",BRC0191B,Nome não encontrado
Ferro,mg,"0,58","0,12",BRC0191B,Nome não encontrado
Sódio,mg,"2,65","0,53",BRC0191B,Nome não encontrado
Magnésio,mg,"13,9","2,78",BRC0191B,Nome não encontrado
Fósforo,mg,"32,2","6,44",BRC0191B,Nome não encontrado
Potássio,mg,191,"38,3",BRC0191B,Nome não encontrado
Manganês,mg,"0,18","0,04",BRC0191B,Nome não encontrado
Zinco,mg,"0,36","0,07",BRC0191B,Nome não encontrado
Cobre,mg,"0,07","0,01",BRC0191B,Nome não encontrado
Selênio,mcg,"0,28","0,06",BRC0191B,Nome não encontrado
Vitamina A (RE),mcg,344,"68,8",BRC0191B,Nome não encontrado
Vitamina A (RAE),mcg,172,"34,4",BRC0191B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0191B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,85","0,37",BRC0191B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0191B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0191B,Nome não encontrado
Niacina,mg,"0,02","0,00",BRC0191B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0191B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0191B,Nome não encontrado
Vitamina C,mg,"35,8","7,15",BRC0191B,Nome não encontrado
Equivalente de folato,mcg,"64,2","12,8",BRC0191B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0191B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0191B,Nome não encontrado
Gordura de adição,g,-,-,BRC0191B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0191B,Nome não encontrado
Proteína animal,g,-,-,BRC0191B,Nome não encontrado
