componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,609,608,BRC0230E,Nome não encontrado
Energia,kcal,146,145,BRC0230E,Nome não encontrado
Umidade,g,"71,5","71,5",BRC0230E,Nome não encontrado
Carboidrato total,g,"0,98","0,98",BRC0230E,Nome não encontrado
Carboidrato disponível,g,"0,69","0,69",BRC0230E,Nome não encontrado
Proteína,g,"17,8","17,8",BRC0230E,Nome não encontrado
Lipídios,g,"7,88","7,88",BRC0230E,Nome não encontrado
Fibra alimentar,g,"0,29","0,29",BRC0230E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0230E,Nome não encontrado
Cinzas,g,"1,87","1,87",BRC0230E,Nome não encontrado
Colesterol,mg,"67,3","67,3",BRC0230E,Nome não encontrado
Ácidos graxos saturados,g,"1,33","1,33",BRC0230E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,15","3,15",BRC0230E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,81","2,81",BRC0230E,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0230E,Nome não encontrado
Cálcio,mg,"21,3","21,3",BRC0230E,Nome não encontrado
Ferro,mg,"50,8","50,8",BRC0230E,Nome não encontrado
Sódio,mg,367,367,BRC0230E,Nome não encontrado
Magnésio,mg,"21,3","21,3",BRC0230E,Nome não encontrado
Fósforo,mg,145,145,BRC0230E,Nome não encontrado
Potássio,mg,272,272,BRC0230E,Nome não encontrado
Manganês,mg,"0,09","0,09",BRC0230E,Nome não encontrado
Zinco,mg,"0,45","0,45",BRC0230E,Nome não encontrado
Cobre,mg,"0,12","0,12",BRC0230E,Nome não encontrado
Selênio,mcg,"33,3","33,3",BRC0230E,Nome não encontrado
Vitamina A (RE),mcg,"18,0","18,0",BRC0230E,Nome não encontrado
Vitamina A (RAE),mcg,"11,6","11,6",BRC0230E,Nome não encontrado
Vitamina D,mcg,"4,42","4,42",BRC0230E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,32","1,32",BRC0230E,Nome não encontrado
Tiamina,mg,"0,02","0,02",BRC0230E,Nome não encontrado
Riboflavina,mg,"0,06","0,06",BRC0230E,Nome não encontrado
Niacina,mg,"0,66","0,66",BRC0230E,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0230E,Nome não encontrado
Vitamina B12,mcg,"2,57","2,57",BRC0230E,Nome não encontrado
Vitamina C,mg,"2,66","2,66",BRC0230E,Nome não encontrado
Equivalente de folato,mcg,"14,4","14,4",BRC0230E,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0230E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0230E,Nome não encontrado
Gordura de adição,g,-,-,BRC0230E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0230E,Nome não encontrado
Proteína animal,g,-,-,BRC0230E,Nome não encontrado
